conv_parameters,occurrences,models
1 128 14 14 32 3 3 1 1 1 1 1 1 1 1 1 0 0,232,densenet201 densenetblur121d densenet169 densenet121
1 728 19 19 728 3 3 1 1 1 1 1 1 1 1 728 0 0,228,xception71 xception65p legacy_xception xception65 xception41 xception41p
1 728 19 19 728 1 1 0 0 0 0 1 1 1 1 1 0 0,227,xception71 xception65p legacy_xception xception65 xception41 xception41p
1 104 14 14 104 3 3 1 1 1 1 1 1 1 1 1 0 0,222,res2net50_26w_8s res2net50d res2net101_26w_4s res2net50_26w_4s res2net101d res2net50_26w_6s
1 256 1 1 128 1 1 0 0 0 0 1 1 1 1 1 0 1,220,dm_nfnet_f6 resnest14d tresnet_m tresnet_v2_l dm_nfnet_f4 dm_nfnet_f5 resnest26d nfnet_f1 resnest269e nfnet_f7 dm_nfnet_f2 nfnet_f0 dm_nfnet_f3 resnest101e nfnet_f6 nfnet_f4 dm_nfnet_f0 nf_regnet_b4 resnest200e nfnet_f3 resnest50d dm_nfnet_f1 nfnet_f2 nfnet_f5
1 72 14 14 72 3 3 1 1 1 1 1 1 1 1 72 0 0,218,ghostnetv2_130 mvitv2_large_cls mvitv2_large ghostnet_130
1 512 7 7 512 3 3 1 1 1 1 1 1 1 1 1 0 0,207,resnetblur50 resnet50s skresnet18 tresnet_m tresnet_v2_l vit_base_resnet50d_224 resnet200 resnetv2_34d seresnet50 dla102 resnet101s resnetaa34d seresnet50t resnetv2_50d_evos legacy_seresnet18 resnet34 resnetv2_50t legacy_seresnet50 seresnet101 resnet50_clip_gap resnet152s resnetaa50d resnetv2_50d_gn seresnetaa50d resnet101 resnet34d hrnet_w64 resnet26d resnetv2_152d resnet50_clip resnet152 resnetv2_18d resnet101_clip_gap dla34 resnetv2_101 seresnet152 resnetblur18 resnetblur50d resnet50t dla60 resnet18 resnet26 resnet18d seresnet34 skresnet34 vit_base_resnet26d_224 resnetblur101d resnetaa101d resnet50d resnet101_clip resnetv2_101d ecaresnet101d_pruned legacy_seresnet34 ecaresnet50d resnet50c resnetv2_50d_frn resnetv2_18 vit_small_resnet26d_224 ecaresnet101d resnetv2_50d resnetv2_152 resnet101c resnet50_gn resnetaa50 resnetv2_34 seresnet18 dla169 ecaresnetlight resnet50 resnetv2_50 legacy_seresnet152 resnet152c legacy_seresnet101
1 64 14 14 64 3 3 1 1 1 1 1 1 1 1 64 0 0,200,ghostnetv2_160 efficientvit_m0 mvitv2_huge_cls gcvit_xxtiny mobilenetv4_conv_small_035 gcvit_xtiny gcvit_tiny repghostnet_058 repghostnet_080
1 512 7 7 2048 1 1 0 0 0 0 1 1 1 1 1 0 0,191,resnetblur50 resnet50s tresnet_m resnest14d convformer_s36 tresnet_v2_l vit_base_resnet50d_224 poolformerv2_s24 resnet200 seresnet50 resnest26d resnet101s seresnet50t skresnet50d resnetv2_50d_evos seresnet101 resnetv2_50t legacy_seresnet50 seresnetaa50d resnet50_clip_gap resnet152s resnetaa50d resnetv2_50d_gn resnet101 poolformerv2_s36 convformer_s18 resnet26d maxvit_t resnetv2_152d legacy_seresnet101 resnet50_clip resnet152 resnetv2_101 resnet101_clip_gap seresnet152 resnetblur50d resnet50t resnet26 vit_base_resnet26d_224 resnetblur101d resnetaa101d resnet50d resnet101_clip resnetv2_101d resnet50c ecaresnet50d resnetv2_50d_frn vit_small_resnet26d_224 ecaresnet101d resnetv2_50d resnetv2_152 resnet101c maxvit_tiny_rw_224 resnest50d skresnet50 resnet50_gn resnetaa50 poolformerv2_s12 ecaresnetlight resnet50 resnetv2_50 legacy_seresnet152 resnet152c maxvit_tiny_tf_224
1 96 14 14 96 3 3 1 1 1 1 1 1 1 1 96 0 0,184,mobilenetv4_conv_small mvitv2_small ese_vovnet19b_slim_dw mvitv2_base gcvit_small mvitv2_base_cls mvitv2_small_cls mvitv2_tiny mobilenetv4_conv_small_050 repghostnet_080
1 384 14 14 384 7 7 3 3 3 3 1 1 1 1 384 0 1,181,convnextv2_small convnext_small convnextv2_tiny mambaout_small_rw convnext_tiny_hnf mambaout_tiny rdnet_small mambaout_small convnext_tiny
1 256 56 56 64 1 1 0 0 0 0 1 1 1 1 1 0 0,180,resnetblur50 resnet50s convformer_s36 hrnet_w18_ssld vit_base_resnet50d_224 seresnet50 legacy_seresnet50 resnet101 resnet152 seresnet152 tiny_vit_11m_224 efficientvit_b3 resnetaa101d resnet50d resnet101_clip mobilenet_edgetpu_v2_m resnetv2_50d_frn vit_small_resnet26d_224 skresnet50 resnest50d caformer_s36 resnet50 legacy_seresnet152 seresnet50t skresnet50d legacy_seresnet101 mobilenet_edgetpu_v2_l poolformerv2_s24 resnet101s resnetv2_50d_evos seresnet101 seresnetaa50d resnet152s resnetv2_50d_gn poolformerv2_s36 hrnet_w64 resnet26 vit_base_resnet26d_224 ecaresnet50d resnetv2_152 resnetaa50 poolformerv2_s12 efficientvit_l2 tresnet_v2_l hrnet_w32 resnet200 resnetv2_50t coatnet_nano_cc_224 resnetaa50d hrnet_w48 vit_small_resnet50d_s16_224 resnet26d hrnet_w48_ssld hrnet_w18 resnetv2_101 resnetblur50d resnetblur101d hrnet_w40 resnetv2_101d resnetv2_50d resnet101c maxvit_tiny_rw_224 resnetv2_50 efficientvit_l1 resnest26d resnet50_clip_gap convformer_s18 resnetv2_152d resnet50_clip resnet101_clip_gap resnet50t hrnet_w30 tiny_vit_5m_224 resnet50c ecaresnet101d hrnet_w44 resnet50_gn hrnet_w18_small_v2 resnet152c caformer_s18
1 512 14 14 512 1 1 0 0 0 0 1 1 1 1 1 0 0,179,repvgg_b1g4 dpn68 dla60_res2next mobilenetv1_100h dla60 dla102x mobileone_s1 regnety_040 regnety_040_sgn dla169 dla60x dpn68b regnetv_040 repvgg_b1 mobilenetv1_100 dla102 gcvit_base levit_conv_512_s8
1 64 1 1 256 1 1 0 0 0 0 1 1 1 1 1 0 1,177,lcnet_050 resnest14d resnetrs350 coatnet_rmlp_1_rw_224 coatnet_pico_rw_224 coatnet_0_rw_224 coatnet_bn_0_rw_224 resnetrs270 nfnet_l0 resnest26d resnest269e regnetz_d8 repvit_m1_1 regnetz_d32 efficientvit_m0 coatnet_nano_cc_224 lcnet_100 resnest101e resnetrs50 coatnet_rmlp_0_rw_224 repvit_m3 regnetz_d8_evos repvit_m2 resnest200e resnetrs152 regnety_006 cs3sedarknet_l coatnet_rmlp_nano_rw_224 fastvit_mci1 regnetz_e8 coatnet_nano_rw_224 resnest50d resnetrs101 coatnet_1_rw_224 coatnet_rmlp_1_rw2_224 fastvit_mci0 repvit_m1_5 resnetrs420 resnetrs200
1 128 7 7 32 3 3 1 1 1 1 1 1 1 1 1 0 0,176,densenet201 densenetblur121d densenet169 densenet121
1 64 64 64 256 1 1 0 0 0 0 1 1 1 1 1 0 0,173,bat_resnext26ts resnet101d resnext26ts cspresnet50w eca_resnext26ts maxvit_tiny_rw_256 resnetrs270 regnetz_d8 resnet32ts eca_botnext26ts_256 regnetz_d32 botnet50ts_256 resnet50_mlp resnest101e maxvit_tiny_pm_256 gcresnet33ts maxvit_rmlp_nano_rw_256 lambda_resnet50ts seresnext26ts resnet33ts gcresnet50t gcresnext26ts seresnet152d maxvit_rmlp_tiny_rw_256 resnet152d regnetz_d8_evos maxvit_nano_rw_256 lamhalobotnet50ts_256 lambda_resnet26rpt_256 halo2botnet50ts_256 cspresnext50 ecaresnet50t cspresnet50d eca_resnet33ts resnetrs152 sebotnet33ts_256 seresnet269d resnet200d botnet26t_256 resnet26t ecaresnet200d lambda_resnet26t mobilevit_s regnetz_e8 cspresnet50 sehalonet33ts cs3sedarknet_xdw eca_halonext26ts gcresnext50ts resnet51q ecaresnet26t halonet26t seresnet33ts seresnet200d halonet50ts resnetrs200
1 384 14 14 384 1 1 0 0 0 0 1 1 1 1 1 0 1,172,focalnet_tiny_srf coatnet_rmlp_0_rw_224 focalnet_small_srf coatnet_0_224 coatnet_1_rw_224 coatnet_rmlp_1_rw2_224 coatnet_0_rw_224 coatnet_rmlp_1_rw_224 coatnet_bn_0_rw_224 focalnet_tiny_lrf focalnet_small_lrf coatnet_1_224
1 256 20 20 1024 1 1 0 0 0 0 1 1 1 1 1 0 0,171,ecaresnet269d resnest200e resnetrs420
1 512 28 28 256 1 1 0 0 0 0 1 1 1 1 1 0 0,170,resnetblur50 resnet50s resnest14d vit_base_resnet50d_224 seresnet50 dla102x2 ecaresnext50t_32x4d resnet101 wide_resnet101_2 resnet152 seresnet152 resnetaa101d resnet50d resnet101_clip resnetv2_50d_frn resnext101_32x4d vit_small_resnet26d_224 legacy_seresnext26_32x4d skresnet50 resnest50d resnet50 seresnext50_32x4d resnext50d_32x4d seresnet50t skresnet50d legacy_seresnext50_32x4d resnet101s resnetv2_50d_evos caformer_b36 seresnet101 seresnetaa50d resnet152s dla60_res2next resnetv2_50d_gn resnet26 vit_base_resnet26d_224 legacy_seresnext101_32x4d seresnext26t_32x4d ecaresnet50d resnetv2_152 senet154 resnetaa50 ecaresnetlight resnext50_32x4d densenetblur121d tresnet_v2_l convformer_b36 resnet200 seresnext101_32x4d dla102 dla60_res2net densenet169 resnetv2_50t resnetaa50d wide_resnet50_2 skresnext50_32x4d vit_small_resnet50d_s16_224 resnet26d resnetv2_101 resnetblur50d densenet121 dla102x ecaresnext26t_32x4d resnetblur101d resnetv2_101d densenet201 resnetv2_50d resnet101c resnetv2_50 res2next50 seresnext26d_32x4d coatnet_2_rw_224 resnest26d resnet50_clip_gap resnetv2_152d resnet50_clip resnet101_clip_gap resnet50t dla60 coatnet_rmlp_2_rw_224 legacy_senet154 resnet50c ecaresnet101d resnet50_gn dla169 dla60x resnet152c
1 1024 20 20 256 1 1 0 0 0 0 1 1 1 1 1 0 0,168,ecaresnet269d resnest200e resnetrs420
1 3 224 224 32 3 3 1 1 1 1 2 2 1 1 1 0 0,167,regnetx_002 resnest14d hardcorenas_e mobilenetv4_conv_blur_medium mobilenet_v2 vit_base_resnet50d_224 regnety_040_sgn coatnet_rmlp_1_rw_224 coatnet_pico_rw_224 regnetx_080 res2net101d coatnet_bn_0_rw_224 resnetv2_34d efficientnet_cc_b0_4e semnasnet_100 efficientnet_es_pruned repghostnet_200 regnetx_004_tv levit_conv_256d hardcorenas_a hgnetv2_b5 tiny_vit_11m_224 efficientnet_cc_b0_8e efficientvit_b3 mobilenetv2_100 resnetaa101d regnety_160 resnet50d resnet101_clip mobilenetv2_110d resnetv2_50d_frn vit_small_resnet26d_224 selecsls60 resnest50d selecsls42 mobilenet_edgetpu_100 selecsls60b regnet_x_800mf coatnet_1_rw_224 regnet_y_800mf regnetx_006 resnext50d_32x4d skresnet50d rexnet_100 seresnext101d_32x8d levit_256d efficientnet_blur_b0 regnet_y_3_2gf regnety_004 resnetv2_50d_evos seresnetaa50d regnet_y_16gf mobilenetv2_120d resnetv2_50d_gn regnetz_005 efficientnet_b0 mobilenetv1_100 resnetv2_18d regnetx_032 repvit_m3 regnety_080_tv regnety_040 ecaresnet50d_pruned mnasnet_100 regnety_008_tv repvit_m2 vit_base_resnet26d_224 regnety_320 regnet_x_32gf rexnetr_100 ecaresnet50d gernet_m hardcorenas_b regnety_006 regnety_080 levit_256 regnety_008 selecsls42b mobilenetv1_100h res2net50d efficientvit_l2 regnetx_064 regnety_016 selecsls84 regnetz_b16_evos densenetblur121d mixnet_l hardcorenas_d regnety_002 regnetv_064 levit_conv_256 resnest50d_1s4x24d regnet_x_8gf regnet_x_1_6gf coatnet_nano_cc_224 resnetaa50d regnety_120 mobilenetv4_conv_small_035 regnet_y_32gf resnet34d regnety_032 vit_small_resnet50d_s16_224 resnet26d hgnetv2_b4 regnetx_320 regnet_y_400mf regnet_x_400mf coatnet_rmlp_0_rw_224 resnetblur50d efficientnet_b0_g8_gn regnetx_016 resnetblur101d resnetv2_101d hardcorenas_f hardcorenas_c regnetx_160 resnetv2_50d resnet101c maxvit_tiny_rw_224 coatnet_nano_rw_224 mnasnet1_0 mobilenetv4_hybrid_medium_075 resnest50d_4s2x40d haloregnetz_b regnet_y_8gf regnetx_008 mobilenetv4_conv_small_050 spnasnet_100 efficientvit_l1 xcit_nano_12_p8_224 seresnext26d_32x4d coatnet_0_rw_224 coatnext_nano_rw_224 regnetv_040 regnet_y_1_6gf resnest26d efficientnet_lite0 repvit_m1_1 resnetaa34d regnetz_b16 maxvit_rmlp_small_rw_224 resnet50_clip_gap efficientnet_b0_gn regnetx_120 regnetx_040 resnetv2_152d regnet_x_16gf resnet50_clip mobilenetv4_conv_small resnet101_clip_gap efficientnet_es resnet18d tiny_vit_5m_224 efficientnet_b0_g16_evos mobilenet_edgetpu_v2_xs ecaresnet101d_pruned regnety_064 resnet50c regnetx_004 coatnet_rmlp_nano_rw_224 ecaresnet101d maxvit_rmlp_base_rw_224 coatnet_rmlp_1_rw2_224 repvit_m1_5 regnet_x_3_2gf resnet152c
1 512 14 14 256 1 1 0 0 0 0 1 1 1 1 1 0 0,164,dla34 hgnetv2_b5 coatnet_nano_cc_224 repvit_m3 maxvit_tiny_rw_224 dla60 dpn48b repvit_m2 dla169 efficientvit_b3 dpn68b levit_conv_256d repvit_m1_5 dla102 repvit_m1_1 levit_conv_256
1 256 14 14 512 1 1 0 0 0 0 1 1 1 1 1 0 0,161,dla102 repvit_m1_1 dla60_res2net levit_conv_256 dla60_res2next dla102x2 hrnet_w64 levit_conv_256d mobilenetv1_100 repvit_m3 dla60 dla102x repvit_m2 hgnetv2_b1 mobilenetv1_100h dla169 dla60x repvit_m1_5 hgnetv2_b0
1 896 14 14 896 1 1 0 0 0 0 1 1 1 1 1 0 0,158,regnety_080_tv regnety_120 regnetx_120 regnet_y_8gf mobileone_s4 regnet_x_16gf regnety_080 regnetx_160
1 2048 1 1 128 1 1 0 0 0 0 1 1 1 1 1 0 1,155,seresnext101d_32x8d legacy_seresnext50_32x4d seresnext26d_32x4d seresnext101_64x4d maxvit_tiny_rw_256 maxvit_tiny_tf_512 mobileone_s4 seresnet50 maxvit_large_tf_384 seresnext101_32x4d seresnet50t seresnextaa201d_32x8d maxvit_large_tf_224 seresnet101 seresnetaa50d legacy_seresnet50 maxvit_tiny_tf_384 maxvit_tiny_pm_256 maxvit_t seresnext101_32x8d legacy_seresnet101 seresnet152 seresnet152d maxvit_rmlp_tiny_rw_256 seresnextaa101d_32x8d legacy_seresnext101_32x4d nf_seresnet50 maxvit_large_tf_512 seresnext26t_32x4d legacy_senet154 seresnet269d senet154 legacy_seresnext26_32x4d maxvit_tiny_rw_224 coatnet_5_224 seresnet200d nf_seresnet26 nf_seresnet101 seresnext50_32x4d legacy_seresnet152 maxvit_tiny_tf_224
1 16 1 1 256 1 1 0 0 0 0 1 1 1 1 1 0 1,155,seresnext101d_32x8d legacy_seresnext50_32x4d seresnext26d_32x4d seresnext101_64x4d maxvit_tiny_rw_256 maxvit_tiny_tf_512 seresnet50 seresnext101_32x4d maxvit_tiny_tf_224 seresnet50t maxvit_pico_rw_256 seresnextaa201d_32x8d legacy_seresnet18 seresnet101 seresnetaa50d legacy_seresnet50 efficientnet_h_b5 maxvit_rmlp_small_rw_224 tf_efficientnetv2_s maxvit_tiny_tf_384 maxvit_tiny_pm_256 maxvit_t seresnext101_32x8d maxvit_rmlp_nano_rw_256 seresnext26ts efficientnetv2_rw_s seresnet152 seresnet152d maxvit_rmlp_small_rw_256 maxvit_rmlp_tiny_rw_256 sedarknet21 maxvit_nano_rw_256 seresnextaa101d_32x8d seresnet34 legacy_seresnext101_32x4d efficientnetv2_s maxvit_rmlp_pico_rw_256 nf_seresnet50 seresnext26t_32x4d legacy_seresnet34 maxvit_rmlp_base_rw_384 legacy_senet154 sebotnet33ts_256 seresnet269d senet154 maxvit_rmlp_base_rw_224 legacy_seresnext26_32x4d maxvit_tiny_rw_224 sehalonet33ts cs3sedarknet_xdw efficientnet_v2_s seresnet18 seresnet200d nf_seresnet26 nf_seresnet101 seresnext50_32x4d legacy_seresnet152 legacy_seresnet101
1 256 1 1 16 1 1 0 0 0 0 1 1 1 1 1 0 1,155,seresnext101d_32x8d legacy_seresnext50_32x4d seresnext26d_32x4d seresnext101_64x4d maxvit_tiny_rw_256 maxvit_tiny_tf_512 seresnet50 seresnext101_32x4d maxvit_tiny_tf_224 seresnet50t maxvit_pico_rw_256 seresnextaa201d_32x8d legacy_seresnet18 seresnet101 seresnetaa50d legacy_seresnet50 efficientnet_h_b5 maxvit_rmlp_small_rw_224 tf_efficientnetv2_s maxvit_tiny_tf_384 maxvit_tiny_pm_256 maxvit_t seresnext101_32x8d maxvit_rmlp_nano_rw_256 seresnext26ts efficientnetv2_rw_s seresnet152 seresnet152d maxvit_rmlp_small_rw_256 maxvit_rmlp_tiny_rw_256 sedarknet21 maxvit_nano_rw_256 seresnextaa101d_32x8d seresnet34 legacy_seresnext101_32x4d efficientnetv2_s maxvit_rmlp_pico_rw_256 nf_seresnet50 seresnext26t_32x4d legacy_seresnet34 maxvit_rmlp_base_rw_384 legacy_senet154 sebotnet33ts_256 seresnet269d senet154 maxvit_rmlp_base_rw_224 legacy_seresnext26_32x4d maxvit_tiny_rw_224 sehalonet33ts cs3sedarknet_xdw efficientnet_v2_s seresnet18 seresnet200d nf_seresnet26 nf_seresnet101 seresnext50_32x4d legacy_seresnet152 legacy_seresnet101
1 128 1 1 2048 1 1 0 0 0 0 1 1 1 1 1 0 1,155,seresnext101d_32x8d legacy_seresnext50_32x4d seresnext26d_32x4d seresnext101_64x4d maxvit_tiny_rw_256 maxvit_tiny_tf_512 mobileone_s4 seresnet50 maxvit_large_tf_384 seresnext101_32x4d seresnet50t seresnextaa201d_32x8d maxvit_large_tf_224 seresnet101 seresnetaa50d legacy_seresnet50 maxvit_tiny_tf_384 maxvit_tiny_pm_256 maxvit_t seresnext101_32x8d legacy_seresnet101 seresnet152 seresnet152d maxvit_rmlp_tiny_rw_256 seresnextaa101d_32x8d legacy_seresnext101_32x4d nf_seresnet50 maxvit_large_tf_512 seresnext26t_32x4d legacy_senet154 seresnet269d senet154 legacy_seresnext26_32x4d maxvit_tiny_rw_224 coatnet_5_224 seresnet200d nf_seresnet26 nf_seresnet101 seresnext50_32x4d legacy_seresnet152 maxvit_tiny_tf_224
1 36 28 28 36 3 3 1 1 1 1 1 1 1 1 1 0 0,152,hrnet_w18_ssld hrnet_w18 hrnet_w18_small_v2
1 18 56 56 18 3 3 1 1 1 1 1 1 1 1 1 0 0,152,hrnet_w18_ssld hrnet_w18 hrnet_w18_small_v2
1 512 14 14 512 3 3 1 1 1 1 1 1 1 1 32 0 0,150,resnext101_32x4d resnext50_32x4d legacy_seresnext26_32x4d ecaresnext50t_32x4d dpn48b dla102x ecaresnext26t_32x4d legacy_seresnext50_32x4d seresnext26d_32x4d dla60x legacy_seresnext101_32x4d dpn68b seresnext50_32x4d skresnext50_32x4d seresnext26t_32x4d dpn68 resnext50d_32x4d seresnext101_32x4d
1 256 28 28 512 1 1 0 0 0 0 1 1 1 1 1 0 0,149,resnext50_32x4d resnest14d seresnext101d_32x8d tresnet_v2_l legacy_seresnext50_32x4d seresnext26d_32x4d vit_base_resnet50d_224 convformer_b36 res2net101d resnest26d seresnext101_32x4d skresnet50d resnetv2_50d_evos resnest50d_1s4x24d caformer_b36 resnetv2_50t seresnetaa50d resnet50_clip_gap resnetaa50d dla60_res2next resnetv2_50d_gn dla102x2 ecaresnext50t_32x4d hgnetv2_b3 wide_resnet50_2 wide_resnet101_2 skresnext50_32x4d vit_small_resnet50d_s16_224 resnet26d hgnetv2_b4 resnetv2_152d hgnetv2_b6 resnet50_clip resnet101_clip_gap hgnetv2_b5 resnetblur50d resnet50t dla102x ecaresnext26t_32x4d vit_base_resnet26d_224 legacy_seresnext101_32x4d resnetblur101d resnetaa101d resnet50d resnet101_clip resnetv2_101d seresnext26t_32x4d ecaresnet50d resnetv2_50d_frn resnext101_32x4d vit_small_resnet26d_224 ecaresnet101d resnetv2_50d legacy_seresnext26_32x4d resnest50d res2net50d resnest50d_4s2x40d dla60x ecaresnetlight seresnext50_32x4d res2next50 resnext50d_32x4d seresnet50t
1 512 1 1 256 1 1 0 0 0 0 1 1 1 1 1 0 1,148,dm_nfnet_f6 resnest14d dm_nfnet_f4 dm_nfnet_f5 resnest26d nfnet_f1 resnest269e nfnet_f7 dm_nfnet_f2 nfnet_f0 dm_nfnet_f3 resnest101e nfnet_f6 nfnet_f4 dm_nfnet_f0 resnest200e nfnet_f3 resnest50d dm_nfnet_f1 nfnet_f2 nfnet_f5
1 320 14 14 320 2 2 0 0 0 0 2 2 1 1 1 0 1,145,coat_small twins_pcpvt_large twins_pcpvt_base pvt_v2_b4 twins_pcpvt_small pvt_v2_b2 pvt_v2_b5 pvt_v2_b3 pvt_v2_b1
1 2048 7 7 512 1 1 0 0 0 0 1 1 1 1 1 0 0,140,resnetblur50 resnet50s tresnet_m convformer_s36 tresnet_v2_l vit_base_resnet50d_224 poolformerv2_s24 resnet200 seresnet50 resnest26d resnet101s seresnet50t skresnet50d resnetv2_50d_evos seresnet101 resnetv2_50t legacy_seresnet50 seresnetaa50d resnet50_clip_gap resnet152s resnetaa50d resnetv2_50d_gn resnet101 poolformerv2_s36 convformer_s18 resnet26d resnetv2_152d resnet50_clip resnet152 resnetv2_101 resnet101_clip_gap seresnet152 hgnetv2_b5 resnetblur50d resnet50t resnet26 vit_base_resnet26d_224 efficientvit_b3 resnetblur101d resnetaa101d resnet50d resnet101_clip resnetv2_101d resnet50c ecaresnet50d resnetv2_50d_frn vit_small_resnet26d_224 ecaresnet101d resnetv2_50d resnetv2_152 resnet101c maxvit_tiny_rw_224 resnest50d skresnet50 resnet50_gn resnetaa50 poolformerv2_s12 ecaresnetlight resnet50 resnetv2_50 legacy_seresnet152 resnet152c legacy_seresnet101
1 96 28 28 96 3 3 1 1 1 1 1 1 1 1 1 0 0,139,repvgg_a0 res2net50_48w_2s hrnet_w48 hrnet_w48_ssld hgnetv2_b4
1 48 56 56 48 3 3 1 1 1 1 1 1 1 1 1 0 0,139,repvgg_a0 res2net50_48w_2s hrnet_w48 gernet_s hgnetv2_b4 hrnet_w48_ssld
1 768 14 14 768 7 7 3 3 3 3 1 1 1 1 768 0 1,138,convnext_large mambaout_base_wide_rw convnextv2_large mambaout_base_plus_rw
1 192 14 14 48 3 3 1 1 1 1 1 1 1 1 1 0 0,136,densenet264d densenet161
1 256 20 20 256 3 3 1 1 1 1 1 1 1 1 1 0 0,133,ecaresnet269d resnetrs420
1 72 14 14 72 3 3 1 1 1 1 1 1 1 1 1 0 0,132,hrnet_w18_ssld hrnet_w18 hrnet_w18_small_v2
1 96 1 1 1536 1 1 0 0 0 0 1 1 1 1 1 0 1,131,maxvit_base_tf_224 maxvit_small_tf_512 maxvit_rmlp_small_rw_224 coatnet_4_224 maxvit_rmlp_base_rw_224 coatnet_3_224 maxvit_rmlp_small_rw_256 maxvit_small_tf_384 maxvit_xlarge_tf_224 maxvit_xlarge_tf_512 maxvit_base_tf_384 maxvit_small_tf_224 maxvit_rmlp_base_rw_384 maxvit_xlarge_tf_384 maxvit_base_tf_512
1 1536 1 1 96 1 1 0 0 0 0 1 1 1 1 1 0 1,131,maxvit_base_tf_224 maxvit_small_tf_512 maxvit_rmlp_small_rw_224 coatnet_4_224 maxvit_rmlp_base_rw_224 coatnet_3_224 maxvit_rmlp_small_rw_256 maxvit_small_tf_384 maxvit_xlarge_tf_224 maxvit_xlarge_tf_512 maxvit_base_tf_384 maxvit_small_tf_224 maxvit_rmlp_base_rw_384 maxvit_xlarge_tf_384 maxvit_base_tf_512
1 2048 14 14 512 1 1 0 0 0 0 1 1 1 1 1 0 1,131,maxxvitv2_rmlp_base_rw_224 focalnet_base_lrf coatnet_2_rw_224 coatnet_rmlp_2_rw_224 inception_next_base coatnet_2_224 focalnet_base_srf maxvit_large_tf_224
1 256 1 1 512 1 1 0 0 0 0 1 1 1 1 1 0 1,128,nfnet_f4 dm_nfnet_f6 nfnet_f7 dm_nfnet_f2 nfnet_f0 dm_nfnet_f3 dm_nfnet_f1 dm_nfnet_f0 nfnet_f2 dm_nfnet_f4 dm_nfnet_f5 nfnet_f3 nfnet_f1 nfnet_f6 nfnet_f5
1 512 14 14 2048 1 1 0 0 0 0 1 1 1 1 1 0 1,126,maxxvitv2_rmlp_base_rw_224 focalnet_base_lrf coatnet_2_rw_224 coatnet_rmlp_2_rw_224 inception_next_base coatnet_2_224 efficientvit_l3 focalnet_base_srf rdnet_small
1 384 14 14 384 3 3 1 1 1 1 1 1 1 1 384 0 1,124,twins_svt_base davit_tiny xcit_small_12_p16_224 xcit_small_24_p16_224 efficientformerv2_s0 davit_small
1 384 14 14 1152 1 1 0 0 0 0 1 1 1 1 1 0 1,124,coatnet_rmlp_0_rw_224 coatnet_rmlp_3_rw_224 nextvit_large coatnet_0_224 coatnet_3_rw_224 coatnet_1_rw_224 coatnet_rmlp_1_rw2_224 coatnet_0_rw_224 coatnet_rmlp_1_rw_224 coatnet_bn_0_rw_224 nextvit_small nextvit_base coatnet_1_224
1 256 14 14 256 1 1 0 0 0 0 1 1 1 1 1 0 0,123,mobileone_s0 hgnetv2_b5 tiny_vit_11m_224 lcnet_100 gcvit_xxtiny repvgg_a1 levit_conv_256d repvgg_b0 gcvit_xtiny gcvit_base gcvit_tiny regnety_006 levit_conv_256
1 96 1 1 2304 1 1 0 0 0 0 1 1 1 1 1 0 1,120,efficientnet_b3_g8_gn efficientnet_x_b3 efficientnet_b7 efficientnet_v2_l tf_efficientnet_b3 efficientnet_b3 tf_efficientnet_b7 tf_efficientnetv2_l efficientnet_b3_gn efficientnetv2_l
1 512 14 14 512 7 7 3 3 3 3 1 1 1 1 512 0 1,120,maxxvitv2_rmlp_base_rw_224 convnext_base convnextv2_base mambaout_base rdnet_small
1 2304 1 1 96 1 1 0 0 0 0 1 1 1 1 1 0 1,120,efficientnet_b3_g8_gn efficientnet_x_b3 efficientnet_b7 efficientnet_v2_l tf_efficientnet_b3 efficientnet_b3 tf_efficientnet_b7 tf_efficientnetv2_l efficientnet_b3_gn efficientnetv2_l
1 256 14 14 256 3 3 1 1 1 1 1 1 1 1 256 0 0,119,mobileone_s0 repvit_m3 tiny_vit_11m_224 repvit_m1_1 gcvit_xxtiny repvit_m2 repvit_m1_5 gcvit_xtiny gcvit_base gcvit_tiny
1 768 1 1 48 1 1 0 0 0 0 1 1 1 1 1 0 1,117,coatnet_3_224 coatnet_0_224 maxvit_xlarge_tf_224 maxvit_small_tf_224 maxvit_xlarge_tf_512 maxvit_xlarge_tf_384 fastvit_t8 maxvit_base_tf_224 maxvit_rmlp_small_rw_224 maxvit_small_tf_384 tf_efficientnetv2_xl coatnet_1_224 maxvit_base_tf_512 maxvit_rmlp_small_rw_256 tf_efficientnetv2_l maxvit_base_tf_384 maxvit_rmlp_base_rw_384 maxvit_small_tf_512 coatnet_4_224 maxvit_rmlp_base_rw_224 efficientnet_v2_l efficientnetv2_xl efficientnetv2_l
1 48 1 1 768 1 1 0 0 0 0 1 1 1 1 1 0 1,117,coatnet_3_224 coatnet_0_224 maxvit_xlarge_tf_224 maxvit_small_tf_224 maxvit_xlarge_tf_512 maxvit_xlarge_tf_384 fastvit_t8 maxvit_base_tf_224 maxvit_rmlp_small_rw_224 maxvit_small_tf_384 tf_efficientnetv2_xl coatnet_1_224 maxvit_base_tf_512 maxvit_rmlp_small_rw_256 tf_efficientnetv2_l maxvit_base_tf_384 maxvit_rmlp_base_rw_384 maxvit_small_tf_512 coatnet_4_224 maxvit_rmlp_base_rw_224 efficientnet_v2_l efficientnetv2_xl efficientnetv2_l
