conv_parameters,occurrences,models
1 1600 7 7 128 1 1 0 0 0 0 1 1 1 1 1 0 0,4,densenet201 densenet169
1 1632 7 7 128 1 1 0 0 0 0 1 1 1 1 1 0 0,4,densenet201 densenet169
1 1088 14 14 128 1 1 0 0 0 0 1 1 1 1 1 0 0,4,densenet201 densenet169
1 192 80 80 48 1 1 0 0 0 0 1 1 1 1 1 0 0,4,efficientnetv2_m
1 88 18 18 528 1 1 0 0 0 0 1 1 1 1 1 0 0,4,efficientnet_b2
1 3 224 224 40 4 4 0 0 0 0 4 4 1 1 1 0 1,4,convnext_atto inception_next_atto convnextv2_atto convnext_atto_rms
1 176 14 14 352 3 3 1 1 1 1 2 2 1 1 1 0 0,4,hrnet_w44
1 192 24 24 1152 1 1 0 0 0 0 1 1 1 1 1 0 0,4,efficientnetv2_xl tf_efficientnetv2_xl tf_efficientnetv2_l efficientnetv2_l
1 1152 24 24 1152 3 3 1 1 1 1 1 1 1 1 1152 0 0,4,efficientnetv2_xl tf_efficientnetv2_xl tf_efficientnetv2_l efficientnetv2_l
1 1024 65 65 256 3 3 1 1 1 1 1 1 1 1 1 0 0,4,fcn_resnet101 deeplabv3_resnet50 fcn_resnet50 deeplabv3_resnet101
1 120 14 14 360 1 1 0 0 0 0 1 1 1 1 1 0 1,4,efficientformerv2_s1
1 360 14 14 360 3 3 1 1 1 1 1 1 1 1 360 0 1,4,efficientformerv2_s1
1 360 14 14 120 1 1 0 0 0 0 1 1 1 1 1 0 1,4,efficientformerv2_s1
1 872 1 1 220 1 1 0 0 0 0 1 1 1 1 1 0 1,4,ghostnetv2_130 ghostnet_130
1 220 1 1 872 1 1 0 0 0 0 1 1 1 1 1 0 1,4,ghostnetv2_130 ghostnet_130
1 1248 1 1 312 1 1 0 0 0 0 1 1 1 1 1 0 1,4,ghostnetv2_130 ghostnet_130
1 312 1 1 1248 1 1 0 0 0 0 1 1 1 1 1 0 1,4,ghostnetv2_130 ghostnet_130
1 160 3 3 960 1 1 0 0 0 0 1 1 1 1 1 0 0,4,ghostnetv2_100
1 960 3 3 960 1 5 2 2 0 0 1 1 1 1 960 0 0,4,ghostnetv2_100
1 960 3 3 960 5 1 0 0 2 2 1 1 1 1 960 0 0,4,ghostnetv2_100
1 208 3 3 1248 1 1 0 0 0 0 1 1 1 1 1 0 0,4,ghostnetv2_130
1 1248 3 3 1248 1 5 2 2 0 0 1 1 1 1 1248 0 0,4,ghostnetv2_130
1 1248 3 3 1248 5 1 0 0 2 2 1 1 1 1 1248 0 0,4,ghostnetv2_130
1 1312 7 7 128 1 1 0 0 0 0 1 1 1 1 1 0 0,4,densenet201 densenet169
1 1536 8 8 1536 3 3 1 1 1 1 1 1 1 1 192 0 0,4,regnetz_d8_evos regnetz_d8
1 240 7 7 80 1 1 0 0 0 0 1 1 1 1 1 0 0,4,repghostnet_050
1 64 64 64 64 3 3 1 1 1 1 1 1 1 1 4 0 0,4,eca_halonext26ts eca_botnext26ts_256
1 256 3 3 1536 1 1 0 0 0 0 1 1 1 1 1 0 0,4,ghostnetv2_160
1 1536 3 3 1536 1 5 2 2 0 0 1 1 1 1 1536 0 0,4,ghostnetv2_160
1 1024 65 65 2048 1 1 0 0 0 0 1 1 1 1 1 0 0,4,fcn_resnet101 deeplabv3_resnet50 fcn_resnet50 deeplabv3_resnet101
1 192 28 28 64 1 1 0 0 0 0 1 1 1 1 1 0 0,4,nextvit_large nextvit_small googlenet nextvit_base
1 26 28 28 26 3 3 1 1 1 1 1 1 1 1 26 0 0,4,ghostnetv2_130 ghostnet_130
1 104 14 14 120 1 1 0 0 0 0 1 1 1 1 1 0 0,4,ghostnetv2_130 ghostnet_130
1 240 14 14 52 1 1 0 0 0 0 1 1 1 1 1 0 0,4,ghostnetv2_130 ghostnet_130
1 624 1 1 156 1 1 0 0 0 0 1 1 1 1 1 0 1,4,ghostnetv2_130 repghostnet_130 ghostnet_130
1 156 1 1 624 1 1 0 0 0 0 1 1 1 1 1 0 1,4,ghostnetv2_130 repghostnet_130 ghostnet_130
1 1536 14 14 1536 3 3 1 1 1 1 2 2 1 1 1536 0 0,4,rexnetr_200 maxvit_rmlp_small_rw_224 mobilenet_edgetpu_v2_m maxvit_rmlp_base_rw_224
1 1536 16 16 1536 3 3 1 1 1 1 1 1 1 1 1536 0 0,4,maxvit_rmlp_small_rw_256
1 1536 16 16 1536 3 3 1 1 1 1 2 2 1 1 1536 0 0,4,mobilevitv2_200 resnet51q resnet61q maxvit_rmlp_small_rw_256
1 2048 7 7 2048 3 3 1 1 1 1 1 1 1 1 2048 0 0,4,maxvit_tiny_rw_224 maxvit_t mobilenet_edgetpu_v2_l maxvit_tiny_tf_224
1 32 80 80 192 1 1 0 0 0 0 1 1 1 1 1 0 0,4,efficientnet_b4
1 56 40 40 336 1 1 0 0 0 0 1 1 1 1 1 0 0,4,efficientnet_b4
1 256 24 24 1024 1 1 0 0 0 0 1 1 1 1 1 0 0,4,maxvit_tiny_tf_384
1 256 32 32 1024 1 1 0 0 0 0 1 1 1 1 1 0 0,4,maxvit_tiny_tf_512
1 1024 32 32 1024 3 3 1 1 1 1 1 1 1 1 1024 0 0,4,maxvit_tiny_tf_512
1 532 7 7 176 1 1 0 0 0 0 1 1 1 1 1 0 0,4,repghostnet_111
1 20 112 112 10 1 1 0 0 0 0 1 1 1 1 1 0 0,4,ghostnetv2_130 ghostnet_130
1 10 112 112 10 3 3 1 1 1 1 1 1 1 1 10 0 0,4,ghostnetv2_130 ghostnet_130
1 20 112 112 20 3 3 1 1 1 1 2 2 1 1 20 0 0,4,ghostnetv2_130 repghostnet_080 repghostnet_130 ghostnet_130
1 32 56 56 46 1 1 0 0 0 0 1 1 1 1 1 0 0,4,ghostnetv2_130 ghostnet_130
1 46 56 56 46 3 3 1 1 1 1 1 1 1 1 46 0 0,4,ghostnetv2_130 ghostnet_130
1 40 112 112 240 3 3 1 1 1 1 1 1 1 1 1 0 0,4,efficientnet_x_b5
1 64 56 56 384 5 5 2 2 2 2 1 1 1 1 1 0 0,4,efficientnet_x_b5
1 128 96 96 64 1 1 0 0 0 0 1 1 1 1 1 0 0,4,efficientnetv2_xl tf_efficientnetv2_xl tf_efficientnetv2_l efficientnetv2_l
1 256 48 48 96 1 1 0 0 0 0 1 1 1 1 1 0 0,4,efficientnetv2_xl tf_efficientnetv2_xl tf_efficientnetv2_l efficientnetv2_l
1 200 1 1 104 1 1 0 0 0 0 1 1 1 1 1 0 1,4,nf_regnet_b2
1 104 1 1 200 1 1 0 0 0 0 1 1 1 1 1 0 1,4,nf_regnet_b2
1 176 7 7 256 1 1 0 0 0 0 1 1 1 1 1 0 1,4,efficientformerv2_s0
1 96 28 28 192 2 2 0 0 0 0 2 2 1 1 1 0 1,4,visformer_tiny convnext_femto convnext_femto_ols convnextv2_femto
1 1024 65 65 512 1 1 0 0 0 0 1 1 1 1 1 0 0,4,fcn_resnet101 deeplabv3_resnet50 fcn_resnet50 deeplabv3_resnet101
1 512 65 65 512 3 3 2 2 2 2 1 1 2 2 1 0 0,4,fcn_resnet101 deeplabv3_resnet50 fcn_resnet50 deeplabv3_resnet101
1 624 7 7 208 1 1 0 0 0 0 1 1 1 1 1 0 0,4,repghostnet_130
1 240 7 7 720 1 1 0 0 0 0 1 1 1 1 1 0 0,4,repghostnet_150
1 320 7 7 960 1 1 0 0 0 0 1 1 1 1 1 0 0,4,repghostnet_200
1 160 56 56 160 3 3 1 1 1 1 1 1 1 1 1 0 0,4,repvgg_b2 repvgg_b2g4
1 64 40 40 24 1 1 0 0 0 0 1 1 1 1 1 0 0,4,test_efficientnet test_efficientnet_evos test_efficientnet_gn test_efficientnet_ln
1 24 40 40 96 3 3 1 1 1 1 2 2 1 1 1 0 0,4,test_efficientnet test_efficientnet_evos test_efficientnet_gn test_efficientnet_ln
1 192 32 32 768 1 1 0 0 0 0 1 1 1 1 1 0 1,4,maxxvitv2_nano_rw_256 maxxvit_rmlp_small_rw_256
1 768 32 32 192 1 1 0 0 0 0 1 1 1 1 1 0 1,4,maxxvitv2_nano_rw_256 maxxvit_rmlp_small_rw_256
1 192 32 32 64 1 1 0 0 0 0 1 1 1 1 1 0 0,4,mobilevit_xs mobilenetv3_large_150d
1 240 8 8 1440 1 1 0 0 0 0 1 1 1 1 1 0 0,4,mobilenetv3_large_150d
1 92 7 7 280 1 1 0 0 0 0 1 1 1 1 1 0 0,4,repghostnet_058
1 280 7 7 280 3 3 1 1 1 1 1 1 1 1 280 0 0,4,repghostnet_058
1 280 7 7 92 1 1 0 0 0 0 1 1 1 1 1 0 0,4,repghostnet_058
1 28 56 56 28 3 3 1 1 1 1 1 1 1 1 28 0 0,4,repghostnet_111 repghostnet_080
1 176 7 7 532 1 1 0 0 0 0 1 1 1 1 1 0 0,4,repghostnet_111
1 532 7 7 532 3 3 1 1 1 1 1 1 1 1 532 0 0,4,repghostnet_111
1 128 10 10 48 1 1 0 0 0 0 1 1 1 1 1 0 0,4,test_efficientnet test_efficientnet_evos test_efficientnet_gn test_efficientnet_ln
1 192 10 10 192 3 3 1 1 1 1 2 2 1 1 192 0 0,4,test_efficientnet test_efficientnet_evos test_efficientnet_gn test_efficientnet_ln
1 192 5 5 64 1 1 0 0 0 0 1 1 1 1 1 0 0,4,test_efficientnet test_efficientnet_evos test_efficientnet_gn test_efficientnet_ln
1 24 228 228 24 3 3 1 1 1 1 1 1 1 1 24 0 0,4,efficientnet_b5 tf_efficientnet_b5
1 24 228 228 24 1 1 0 0 0 0 1 1 1 1 1 0 0,4,efficientnet_b5 tf_efficientnet_b5
1 1248 8 8 1248 5 5 2 2 2 2 1 1 1 1 1248 0 0,4,efficientnet_b2
1 1248 8 8 208 1 1 0 0 0 0 1 1 1 1 1 0 0,4,efficientnet_b2
1 2112 1 1 88 1 1 0 0 0 0 1 1 1 1 1 0 1,4,efficientnet_b2 efficientnet_b2_pruned tf_efficientnet_b2
1 88 1 1 2112 1 1 0 0 0 0 1 1 1 1 1 0 1,4,efficientnet_b2 efficientnet_b2_pruned tf_efficientnet_b2
1 32 130 130 32 3 3 1 1 1 1 1 1 1 1 32 0 0,4,efficientnet_lite2 efficientnet_b2_pruned tf_efficientnet_b2 tf_efficientnet_lite2
1 32 130 130 16 1 1 0 0 0 0 1 1 1 1 1 0 0,4,efficientnet_lite2 efficientnet_b2_pruned tf_efficientnet_b2 tf_efficientnet_lite2
1 160 56 56 640 1 1 0 0 0 0 1 1 1 1 1 0 1,4,maxxvitv2_rmlp_large_rw_224 vitamin_large_224 vitamin_large2_224
1 96 56 56 20 1 1 0 0 0 0 1 1 1 1 1 0 0,4,tf_mixnet_l mixnet_l
1 20 56 56 60 1 1 0 0 0 0 1 1 1 1 1 0 0,4,tf_mixnet_l mixnet_l
1 60 56 56 20 1 1 0 0 0 0 1 1 1 1 1 0 0,4,tf_mixnet_l mixnet_l
1 40 56 56 240 1 1 0 0 0 0 1 1 1 1 1 0 0,4,tf_mixnet_l rexnetr_150 rexnetr_100 mixnet_l
1 336 4 64 336 1 1 0 0 0 0 1 1 1 1 1 0 1,4,mobilevitv2_175
1 336 4 64 672 1 1 0 0 0 0 1 1 1 1 1 0 1,4,mobilevitv2_175
1 672 4 64 336 1 1 0 0 0 0 1 1 1 1 1 0 1,4,mobilevitv2_175
1 384 4 64 769 1 1 0 0 0 0 1 1 1 1 1 0 1,4,mobilevitv2_200
1 384 4 64 384 1 1 0 0 0 0 1 1 1 1 1 0 1,4,mobilevitv2_200
1 384 4 64 768 1 1 0 0 0 0 1 1 1 1 1 0 1,4,mobilevitv2_200
1 2048 7 7 1024 1 1 0 0 0 0 1 1 1 1 1 0 1,4,nextvit_large vit_large_r50_s32_224 nextvit_small nextvit_base
1 80 1 1 960 1 1 0 0 0 0 1 1 1 1 1 0 1,4,tf_mixnet_l rexnetr_150 rexnetr_100 mixnet_l
1 1344 7 7 224 1 1 0 0 0 0 1 1 1 1 1 0 0,4,semnasnet_140 mobilenetv2_140
1 64 14 14 144 1 1 0 0 0 0 1 1 1 1 1 0 0,4,tf_mobilenetv3_large_075 mobilenetv3_large_075
1 144 14 14 64 1 1 0 0 0 0 1 1 1 1 1 0 0,4,tf_mobilenetv3_large_075 mobilenetv3_large_075
1 528 1 1 136 1 1 0 0 0 0 1 1 1 1 1 0 1,4,tf_mobilenetv3_large_075 mobilenetv3_large_075
1 136 1 1 528 1 1 0 0 0 0 1 1 1 1 1 0 1,4,tf_mobilenetv3_large_075 mobilenetv3_large_075
1 96 20 20 32 1 1 0 0 0 0 1 1 1 1 1 0 0,4,test_efficientnet test_efficientnet_evos test_efficientnet_gn test_efficientnet_ln
1 32 20 20 128 1 1 0 0 0 0 1 1 1 1 1 0 0,4,test_efficientnet test_efficientnet_evos test_efficientnet_gn test_efficientnet_ln
1 128 20 20 128 3 3 1 1 1 1 2 2 1 1 128 0 0,4,test_efficientnet test_efficientnet_evos test_efficientnet_gn test_efficientnet_ln
1 80 14 14 92 1 1 0 0 0 0 1 1 1 1 1 0 0,4,ghostnetv2_100 ghostnet_100
1 92 14 14 92 3 3 1 1 1 1 1 1 1 1 92 0 0,4,ghostnetv2_100 ghostnet_100
1 184 14 14 40 1 1 0 0 0 0 1 1 1 1 1 0 0,4,ghostnetv2_100 ghostnet_100
1 112 28 28 224 1 1 0 0 0 0 1 1 1 1 1 0 0,4,repvit_m1_0
1 224 28 28 112 1 1 0 0 0 0 1 1 1 1 1 0 0,4,repvit_m1_0
1 448 7 7 448 3 3 1 1 1 1 1 1 1 1 448 0 0,4,tiny_vit_11m_224 repvit_m1_0
1 512 7 7 512 1 1 0 0 0 0 1 1 1 1 512 0 0,4,repvit_m3 repvit_m2
1 960 1 1 80 1 1 0 0 0 0 1 1 1 1 1 0 1,4,tf_mixnet_l rexnetr_150 rexnetr_100 mixnet_l
1 240 4 64 240 1 1 0 0 0 0 1 1 1 1 1 0 1,4,mobilevitv2_125
1 240 4 64 480 1 1 0 0 0 0 1 1 1 1 1 0 1,4,mobilevitv2_125
1 480 4 64 240 1 1 0 0 0 0 1 1 1 1 1 0 1,4,mobilevitv2_125
1 288 4 64 577 1 1 0 0 0 0 1 1 1 1 1 0 1,4,mobilevitv2_150
1 288 4 64 288 1 1 0 0 0 0 1 1 1 1 1 0 1,4,mobilevitv2_150
1 288 4 64 576 1 1 0 0 0 0 1 1 1 1 1 0 1,4,mobilevitv2_150
1 576 4 64 288 1 1 0 0 0 0 1 1 1 1 1 0 1,4,mobilevitv2_150
1 336 4 64 673 1 1 0 0 0 0 1 1 1 1 1 0 1,4,mobilevitv2_175
1 240 14 14 60 1 1 0 0 0 0 1 1 1 1 1 0 0,4,mixnet_s tf_mixnet_s
1 12 112 112 72 1 1 0 0 0 0 1 1 1 1 1 0 0,4,tf_mixnet_m mixnet_m
1 72 56 56 16 1 1 0 0 0 0 1 1 1 1 1 0 0,4,tf_mixnet_m mixnet_m
1 384 14 14 1152 1 1 0 0 0 0 1 1 1 1 1 0 0,4,visformer_small
1 768 7 7 2304 1 1 0 0 0 0 1 1 1 1 1 0 0,4,visformer_small
1 384 7 7 1536 1 1 0 0 0 0 1 1 1 1 1 0 0,4,visformer_tiny
1 720 1 1 60 1 1 0 0 0 0 1 1 1 1 1 0 1,4,tf_mixnet_s tf_mixnet_m mixnet_s mixnet_m
1 60 1 1 720 1 1 0 0 0 0 1 1 1 1 1 0 1,4,tf_mixnet_s tf_mixnet_m mixnet_s mixnet_m
1 720 7 7 200 1 1 0 0 0 0 1 1 1 1 1 0 0,4,tf_mixnet_s tf_mixnet_m mixnet_s mixnet_m
1 224 28 28 512 1 1 0 0 0 0 1 1 1 1 1 0 0,4,res2net50_14w_8s
1 64 56 56 104 1 1 0 0 0 0 1 1 1 1 1 0 0,4,res2net101d res2net50d res2net101_26w_4s res2net50_26w_4s
1 80 64 64 80 1 1 0 0 0 0 1 1 1 1 80 0 0,4,fastvit_mci2
1 80 64 64 80 3 3 1 1 1 1 1 1 1 1 80 0 0,4,fastvit_mci2
1 80 64 64 80 7 7 3 3 3 3 1 1 1 1 80 0 0,4,fastvit_mci2
1 80 64 64 240 1 1 0 0 0 0 1 1 1 1 1 0 1,4,fastvit_mci2
1 240 64 64 80 1 1 0 0 0 0 1 1 1 1 1 0 1,4,fastvit_mci2
1 24 112 112 48 3 3 1 1 1 1 2 2 1 1 1 0 1,4,mambaout_femto efficientformer_l1 mambaout_kobe convnext_femto_ols
1 480 7 7 40 1 1 0 0 0 0 1 1 1 1 1 0 0,4,ghostnet_050
1 16 112 112 24 1 1 0 0 0 0 1 1 1 1 1 0 0,4,ghostnetv2_100 ghostnet_100 lcnet_075 repghostnet_100
1 640 8 8 640 7 7 3 3 3 3 1 1 1 1 640 0 0,4,fastvit_mci2
1 640 8 8 1920 1 1 0 0 0 0 1 1 1 1 1 0 1,4,fastvit_mci2
1 1920 8 8 640 1 1 0 0 0 0 1 1 1 1 1 0 1,4,fastvit_mci2
1 512 8 8 512 1 1 0 0 0 0 1 1 1 1 512 0 0,4,fastvit_t12 fastvit_s12
1 16 56 56 24 1 1 0 0 0 0 1 1 1 1 1 0 0,4,ghostnetv2_100 ghostnet_100 lcnet_035 repghostnet_100
1 1280 7 7 1280 3 3 1 1 1 1 1 1 1 1 40 0 0,4,dpn98 dpn131
1 200 56 56 200 3 3 1 1 1 1 1 1 1 1 50 0 0,4,dpn107
1 200 56 56 276 1 1 0 0 0 0 1 1 1 1 1 0 0,4,dpn107
1 576 14 14 576 3 3 1 1 1 1 2 2 1 1 576 0 0,4,mobilenet_v2 mobilenetv4_conv_small mobilenetv2_100 tiny_vit_21m_224
1 144 56 56 32 1 1 0 0 0 0 1 1 1 1 1 0 0,4,mobilenetv2_140 rexnetr_130 semnasnet_140 mobilenetv2_120d
1 200 7 7 1536 1 1 0 0 0 0 1 1 1 1 1 0 0,4,tf_mixnet_s tf_mixnet_m mixnet_s mixnet_m
1 12 56 56 36 1 1 0 0 0 0 1 1 1 1 1 0 0,4,mixnet_s tf_mixnet_s
1 36 56 56 12 1 1 0 0 0 0 1 1 1 1 1 0 0,4,mixnet_s tf_mixnet_s
1 192 14 14 192 9 9 4 4 4 4 1 1 1 1 192 0 0,4,mixnet_xl
1 768 1 1 64 1 1 0 0 0 0 1 1 1 1 1 0 1,4,rexnetr_150 mixnet_xl rexnetr_100 rexnet_100
1 64 1 1 768 1 1 0 0 0 0 1 1 1 1 1 0 1,4,rexnetr_150 mixnet_xl rexnetr_100 rexnet_100
1 120 7 7 256 1 1 0 0 0 0 1 1 1 1 1 0 1,4,efficientformerv2_s1
1 224 7 7 896 1 1 0 0 0 0 1 1 1 1 1 0 1,4,efficientformerv2_s1
1 896 7 7 896 3 3 1 1 1 1 1 1 1 1 896 0 1,4,efficientformerv2_s1
1 896 7 7 224 1 1 0 0 0 0 1 1 1 1 1 0 1,4,efficientformerv2_s1
1 224 7 7 256 1 1 0 0 0 0 1 1 1 1 1 0 1,4,efficientformerv2_s1
1 40 1 1 24 1 1 0 0 0 0 1 1 1 1 1 0 1,4,nf_regnet_b2 nf_regnet_b0 nf_regnet_b3 nf_regnet_b1
1 24 1 1 40 1 1 0 0 0 0 1 1 1 1 1 0 1,4,nf_regnet_b2 nf_regnet_b0 nf_regnet_b3 nf_regnet_b1
1 1632 12 12 448 1 1 0 0 0 0 1 1 1 1 1 0 0,4,tf_efficientnet_b4 tf_efficientnet_lite4 efficientnet_b4 efficientnet_lite4
1 336 24 24 112 1 1 0 0 0 0 1 1 1 1 1 0 0,4,tf_efficientnet_b4 tf_efficientnet_lite4 efficientnet_b4 efficientnet_lite4
1 672 24 24 672 5 5 2 2 2 2 1 1 1 1 672 0 0,4,tf_efficientnet_b4 tf_efficientnet_lite4 efficientnet_b4 efficientnet_lite4
1 672 24 24 160 1 1 0 0 0 0 1 1 1 1 1 0 0,4,tf_efficientnet_b4 tf_efficientnet_lite4 efficientnet_b4 efficientnet_lite4
1 960 12 12 272 1 1 0 0 0 0 1 1 1 1 1 0 0,4,tf_efficientnet_b4 tf_efficientnet_lite4 efficientnet_b4 efficientnet_lite4
1 1632 12 12 1632 3 3 1 1 1 1 1 1 1 1 1632 0 0,4,tf_efficientnet_b4 tf_efficientnet_lite4 efficientnet_b4 efficientnet_lite4
1 20 14 14 20 3 3 1 1 1 1 1 1 1 1 20 0 0,4,ghostnet_050
1 240 1 1 60 1 1 0 0 0 0 1 1 1 1 1 0 1,4,ghostnet_050 repghostnet_100 repghostnet_050
1 60 1 1 240 1 1 0 0 0 0 1 1 1 1 1 0 1,4,ghostnet_050 repghostnet_100 repghostnet_050
1 3 256 256 48 3 3 1 1 1 1 2 2 1 1 1 0 0,4,fastvit_t8 maxxvitv2_nano_rw_256 mobilevitv2_150 maxxvit_rmlp_small_rw_256
1 56 14 14 168 1 1 0 0 0 0 1 1 1 1 1 0 0,4,ghostnet_050 repghostnet_050
1 3 256 256 128 4 4 0 0 0 0 4 4 1 1 1 0 1,4,swinv2_base_window16_256 swin_v2_b swinv2_base_window8_256 swinv2_base_window12to16_192to256
1 24 80 80 16 3 3 1 1 1 1 1 1 1 1 1 0 0,4,test_efficientnet test_efficientnet_evos test_efficientnet_gn test_efficientnet_ln
1 16 80 80 64 3 3 1 1 1 1 2 2 1 1 1 0 0,4,test_efficientnet test_efficientnet_evos test_efficientnet_gn test_efficientnet_ln
1 312 28 28 512 1 1 0 0 0 0 1 1 1 1 1 0 0,4,res2net50_26w_6s
1 416 28 28 512 1 1 0 0 0 0 1 1 1 1 1 0 0,4,res2net50_26w_8s
1 40 112 112 40 3 3 1 1 1 1 1 1 1 1 40 0 0,4,rexnetr_130 mixnet_xl mnasnet1_3 mobilenetv1_125
1 192 14 14 192 3 3 1 1 1 1 2 2 1 1 192 0 0,4,repvit_m0_9 repvit_m1 mobilenetv2_035 mobilenetv4_conv_small_035
1 480 7 7 80 1 1 0 0 0 0 1 1 1 1 1 0 0,4,semnasnet_050 mobilenetv2_050
1 144 56 56 144 3 3 1 1 1 1 2 2 1 1 144 0 0,4,mobilenetv2_075 mobilenet_v2 mobilenetv2_110d mobilenetv2_100
1 64 28 28 384 1 1 0 0 0 0 1 1 1 1 1 0 0,4,rexnetr_130 mixnet_xl rexnetr_100 mobilenetv4_hybrid_medium_075
1 192 14 14 192 7 7 3 3 3 3 1 1 1 1 192 0 0,4,mixnet_xl
1 576 19 19 576 5 5 2 2 2 2 1 1 1 1 576 0 0,4,tf_efficientnet_b3 efficientnet_b3 efficientnet_lite3 tf_efficientnet_lite3
1 576 19 19 136 1 1 0 0 0 0 1 1 1 1 1 0 0,4,tf_efficientnet_b3 efficientnet_b3 efficientnet_lite3 tf_efficientnet_lite3
1 816 10 10 232 1 1 0 0 0 0 1 1 1 1 1 0 0,4,tf_efficientnet_b3 efficientnet_b3 efficientnet_lite3 tf_efficientnet_lite3
1 480 7 7 480 9 9 4 4 4 4 1 1 1 1 480 0 0,4,mixnet_xl
1 128 28 28 256 3 3 1 1 1 1 1 1 1 1 2 0 0,4,resnest50d resnest26d
1 192 1 1 48 1 1 0 0 0 0 1 1 1 1 4 0 1,4,resnest50d_1s4x24d
1 48 1 1 192 1 1 0 0 0 0 1 1 1 1 4 0 1,4,resnest50d_1s4x24d
1 160 28 28 640 3 3 1 1 1 1 1 1 1 1 8 0 0,4,resnest50d_4s2x40d
1 160 1 1 160 1 1 0 0 0 0 1 1 1 1 2 0 1,4,resnest50d_4s2x40d
1 160 1 1 640 1 1 0 0 0 0 1 1 1 1 2 0 1,4,resnest50d_4s2x40d
1 160 28 28 512 1 1 0 0 0 0 1 1 1 1 1 0 0,4,resnest50d_4s2x40d
1 48 28 28 96 1 1 0 0 0 0 1 1 1 1 1 0 0,4,repvit_m1 repvit_m0_9 lcnet_075 gernet_s
1 8 112 112 12 1 1 0 0 0 0 1 1 1 1 1 0 0,4,ghostnet_050 repghostnet_080 repghostnet_058 repghostnet_050
1 192 16 16 192 1 1 0 0 0 0 1 1 1 1 192 0 0,4,fastvit_t8
1 192 16 16 576 1 1 0 0 0 0 1 1 1 1 1 0 1,4,fastvit_t8
1 576 16 16 192 1 1 0 0 0 0 1 1 1 1 1 0 1,4,fastvit_t8
1 192 14 14 1152 1 1 0 0 0 0 1 1 1 1 1 0 0,4,rexnetr_200 rexnetr_150 mixnet_xl mixnet_xxl
1 1152 1 1 96 1 1 0 0 0 0 1 1 1 1 1 0 1,4,rexnetr_200 rexnetr_150 mixnet_xl mixnet_xxl
1 96 1 1 1152 1 1 0 0 0 0 1 1 1 1 1 0 1,4,rexnetr_200 rexnetr_150 mixnet_xl mixnet_xxl
1 480 7 7 480 7 7 3 3 3 3 1 1 1 1 480 0 0,4,mixnet_xl
1 192 56 56 384 2 2 0 0 0 0 2 2 1 1 1 0 1,4,convnext_large convnextv2_large davit_large
1 768 14 14 1536 2 2 0 0 0 0 2 2 1 1 1 0 1,4,convnext_large convnextv2_large davit_large
1 24 190 190 144 1 1 0 0 0 0 1 1 1 1 1 0 0,4,tf_efficientnet_b4 tf_efficientnet_lite4 efficientnet_b4 efficientnet_lite4
1 144 95 95 32 1 1 0 0 0 0 1 1 1 1 1 0 0,4,tf_efficientnet_b4 tf_efficientnet_lite4 efficientnet_b4 efficientnet_lite4
1 192 48 48 56 1 1 0 0 0 0 1 1 1 1 1 0 0,4,tf_efficientnet_b4 tf_efficientnet_lite4 efficientnet_b4 efficientnet_lite4
1 864 7 7 864 3 3 1 1 1 1 1 1 1 1 864 0 1,4,efficientformerv2_s2
1 864 7 7 288 1 1 0 0 0 0 1 1 1 1 1 0 1,4,efficientformerv2_s2
1 288 7 7 1024 1 1 0 0 0 0 1 1 1 1 1 0 1,4,efficientformerv2_s2
1 1024 7 7 288 1 1 0 0 0 0 1 1 1 1 1 0 1,4,efficientformerv2_s2
1 144 7 7 1024 1 1 0 0 0 0 1 1 1 1 1 0 1,4,efficientformerv2_s2
1 1024 14 14 144 1 1 0 0 0 0 1 1 1 1 1 0 1,4,efficientformerv2_s2
1 288 19 19 96 1 1 0 0 0 0 1 1 1 1 1 0 0,4,tf_efficientnet_b3 efficientnet_b3 efficientnet_lite3 tf_efficientnet_lite3
1 816 14 14 816 3 3 1 1 1 1 1 1 1 1 816 0 0,4,rexnetr_130 mnasnet_140 mobilenetv2_140
1 272 7 7 1632 1 1 0 0 0 0 1 1 1 1 1 0 0,4,mnasnet_140
1 16 56 56 96 1 1 0 0 0 0 1 1 1 1 1 0 0,4,semnasnet_050 mnasnet_small mobilenetv2_050
1 96 14 14 32 1 1 0 0 0 0 1 1 1 1 1 0 0,4,mnasnet_small mobilenetv3_small_075 tf_mobilenetv3_small_075 mobilenetv2_050
1 64 112 112 32 1 1 0 0 0 0 1 1 1 1 1 0 0,4,mobilenet_edgetpu_v2_l rexnetr_200 mobilenet_edgetpu_v2_m rexnet_200
1 3 384 384 128 4 4 0 0 0 0 4 4 1 1 1 0 1,4,swinv2_base_window12to24_192to384 swinv2_cr_base_384 swin_base_patch4_window12_384 coat_lite_medium_384
1 32 112 112 128 1 1 0 0 0 0 2 2 1 1 1 0 0,4,regnety_040_sgn regnetv_040 regnety_040 gernet_m
1 1104 7 7 1104 5 5 2 2 2 2 1 1 1 1 1104 0 0,4,fbnetv3_b fbnetc_100
1 128 56 56 192 1 1 0 0 0 0 2 2 1 1 1 0 0,4,regnety_040_sgn regnetv_040 regnety_040 gernet_m
1 640 7 7 1920 1 1 0 0 0 0 1 1 1 1 1 0 0,4,gernet_m
1 144 28 28 32 1 1 0 0 0 0 1 1 1 1 1 0 0,4,mobilenet_v2 mobilenetv2_110d mobilenetv2_100 fbnetc_100
1 144 14 14 144 7 7 3 3 3 3 1 1 1 1 144 0 0,4,mixnet_xl
