conv_parameters,occurrences,models
1 120 65 65 120 5 5 2 2 2 2 1 1 1 1 120 0 0,4,lraspp_mobilenet_v3_large deeplabv3_mobilenet_v3_large
1 24 130 130 72 1 1 0 0 0 0 1 1 1 1 1 0 0,4,lraspp_mobilenet_v3_large deeplabv3_mobilenet_v3_large
1 24 56 56 144 1 1 0 0 0 0 1 1 1 1 1 0 0,4,mobilenet_v2 efficientnet_b0
1 192 17 17 192 1 7 3 3 0 0 1 1 1 1 1 0 0,4,inception_v3
1 768 14 14 128 1 1 0 0 0 0 1 1 1 1 1 0 0,4,mnasnet1_3 densenet121 densenet201 densenet169
1 480 14 14 80 1 1 0 0 0 0 1 1 1 1 1 0 0,4,efficientnet_b0 mnasnet1_0
1 88 28 28 88 3 3 1 1 1 1 1 1 1 1 88 0 0,4,shufflenet_v2_x1_5 mobilenet_v3_small
1 192 17 17 192 7 1 0 0 3 3 1 1 1 1 1 0 0,4,inception_v3
1 960 7 7 160 1 1 0 0 0 0 1 1 1 1 1 0 0,4,mobilenet_v2 mobilenet_v3_large
1 24 80 80 72 1 1 0 0 0 0 1 1 1 1 1 0 0,4,ssdlite320_mobilenet_v3_large fasterrcnn_mobilenet_v3_large_320_fpn
1 672 20 20 672 3 3 1 1 1 1 1 1 1 1 672 0 0,4,ssdlite320_mobilenet_v3_large fasterrcnn_mobilenet_v3_large_320_fpn
1 528 1 1 22 1 1 0 0 0 0 1 1 1 1 1 0 1,4,efficientnet_b2
1 22 1 1 528 1 1 0 0 0 0 1 1 1 1 1 0 1,4,efficientnet_b2
1 1248 9 9 208 1 1 0 0 0 0 1 1 1 1 1 0 0,4,efficientnet_b2
1 120 18 18 720 1 1 0 0 0 0 1 1 1 1 1 0 0,4,efficientnet_b2
1 720 1 1 30 1 1 0 0 0 0 1 1 1 1 1 0 1,4,efficientnet_b2
1 30 1 1 720 1 1 0 0 0 0 1 1 1 1 1 0 1,4,efficientnet_b2
1 184 20 20 80 1 1 0 0 0 0 1 1 1 1 1 0 0,4,ssdlite320_mobilenet_v3_large fasterrcnn_mobilenet_v3_large_320_fpn
1 256 14 14 256 3 3 1 1 1 1 1 1 1 1 1 0 1,4,maskrcnn_resnet50_fpn
1 768 17 17 160 1 1 0 0 0 0 1 1 1 1 1 0 0,4,inception_v3
1 160 17 17 160 1 7 3 3 0 0 1 1 1 1 1 0 0,4,inception_v3
1 160 17 17 160 7 1 0 0 3 3 1 1 1 1 1 0 0,4,inception_v3
1 40 40 40 120 1 1 0 0 0 0 1 1 1 1 1 0 0,4,ssdlite320_mobilenet_v3_large fasterrcnn_mobilenet_v3_large_320_fpn
1 6 1 1 24 1 1 0 0 0 0 1 1 1 1 1 0 1,4,efficientnet_b4 efficientnet_b3 efficientnet_b5
1 120 40 40 120 5 5 2 2 2 2 1 1 1 1 120 0 0,4,ssdlite320_mobilenet_v3_large fasterrcnn_mobilenet_v3_large_320_fpn
1 112 20 20 672 1 1 0 0 0 0 1 1 1 1 1 0 0,4,ssdlite320_mobilenet_v3_large fasterrcnn_mobilenet_v3_large_320_fpn
1 80 20 20 184 1 1 0 0 0 0 1 1 1 1 1 0 0,4,ssdlite320_mobilenet_v3_large fasterrcnn_mobilenet_v3_large_320_fpn
1 120 40 40 40 1 1 0 0 0 0 1 1 1 1 1 0 0,4,ssdlite320_mobilenet_v3_large fasterrcnn_mobilenet_v3_large_320_fpn
1 184 20 20 184 3 3 1 1 1 1 1 1 1 1 184 0 0,4,ssdlite320_mobilenet_v3_large fasterrcnn_mobilenet_v3_large_320_fpn
1 48 56 56 48 1 1 0 0 0 0 1 1 1 1 1 0 0,4,regnet_y_1_6gf regnet_y_400mf
1 256 10 10 256 3 3 1 1 1 1 1 1 1 1 1 0 1,4,fasterrcnn_mobilenet_v3_large_320_fpn
1 672 7 7 672 3 3 1 1 1 1 1 1 1 1 42 0 0,4,regnet_x_800mf
1 48 120 120 192 3 3 1 1 1 1 1 1 1 1 1 0 0,4,efficientnet_v2_m
1 288 35 35 64 1 1 0 0 0 0 1 1 1 1 1 0 0,4,inception_v3
1 1024 65 65 256 3 3 1 1 1 1 1 1 1 1 1 0 0,4,fcn_resnet101 deeplabv3_resnet101 deeplabv3_resnet50 fcn_resnet50
1 112 15 15 672 1 1 0 0 0 0 1 1 1 1 1 0 0,4,efficientnet_b1
1 1152 8 8 1152 5 5 2 2 2 2 1 1 1 1 1152 0 0,4,efficientnet_b1
1 1152 8 8 192 1 1 0 0 0 0 1 1 1 1 1 0 0,4,efficientnet_b1
1 816 19 19 816 5 5 2 2 2 2 1 1 1 1 816 0 0,4,efficientnet_b3
1 1248 9 9 1248 5 5 2 2 2 2 1 1 1 1 1248 0 0,4,efficientnet_b2
1 576 19 19 576 3 3 1 1 1 1 1 1 1 1 576 0 0,4,efficientnet_b3
1 576 19 19 96 1 1 0 0 0 0 1 1 1 1 1 0 0,4,efficientnet_b3
1 696 1 1 174 1 1 0 0 0 0 1 1 1 1 1 0 1,4,regnet_y_32gf
1 696 28 28 696 3 3 1 1 1 1 1 1 1 1 3 0 0,4,regnet_y_32gf
1 256 130 130 128 1 1 0 0 0 0 1 1 1 1 1 0 0,4,fcn_resnet101 deeplabv3_resnet101 deeplabv3_resnet50 fcn_resnet50
1 128 130 130 128 3 3 1 1 1 1 2 2 1 1 1 0 0,4,fcn_resnet101 deeplabv3_resnet101 deeplabv3_resnet50 fcn_resnet50
1 174 1 1 696 1 1 0 0 0 0 1 1 1 1 1 0 1,4,regnet_y_32gf
1 384 8 8 384 3 1 0 0 1 1 1 1 1 1 1 0 0,4,inception_v3
1 384 8 8 384 1 3 1 1 0 0 1 1 1 1 1 0 0,4,inception_v3
1 64 35 35 96 3 3 1 1 1 1 1 1 1 1 1 0 0,4,inception_v3
1 1024 65 65 2048 1 1 0 0 0 0 1 1 1 1 1 0 0,4,fcn_resnet101 deeplabv3_resnet101 deeplabv3_resnet50 fcn_resnet50
1 1024 14 14 1024 3 3 1 1 1 1 1 1 1 1 1024 0 0,4,maxvit_t
1 88 18 18 528 1 1 0 0 0 0 1 1 1 1 1 0 0,4,efficientnet_b2
1 24 1 1 6 1 1 0 0 0 0 1 1 1 1 1 0 1,4,efficientnet_b4 efficientnet_b3 efficientnet_b5
1 216 28 28 216 3 3 1 1 1 1 1 1 1 1 9 0 0,4,regnet_y_3_2gf
1 184 33 33 184 3 3 1 1 1 1 1 1 1 1 184 0 0,4,lraspp_mobilenet_v3_large deeplabv3_mobilenet_v3_large
1 112 33 33 672 1 1 0 0 0 0 1 1 1 1 1 0 0,4,lraspp_mobilenet_v3_large deeplabv3_mobilenet_v3_large
1 3 520 520 64 7 7 3 3 3 3 2 2 1 1 1 0 0,4,fcn_resnet101 deeplabv3_resnet101 deeplabv3_resnet50 fcn_resnet50
1 40 65 65 120 1 1 0 0 0 0 1 1 1 1 1 0 0,4,lraspp_mobilenet_v3_large deeplabv3_mobilenet_v3_large
1 512 65 65 512 3 3 2 2 2 2 1 1 2 2 1 0 0,4,fcn_resnet101 deeplabv3_resnet101 deeplabv3_resnet50 fcn_resnet50
1 64 130 130 64 1 1 0 0 0 0 1 1 1 1 1 0 0,4,fcn_resnet101 deeplabv3_resnet101 deeplabv3_resnet50 fcn_resnet50
1 184 33 33 80 1 1 0 0 0 0 1 1 1 1 1 0 0,4,lraspp_mobilenet_v3_large deeplabv3_mobilenet_v3_large
1 960 33 33 160 1 1 0 0 0 0 1 1 1 1 1 0 0,4,lraspp_mobilenet_v3_large deeplabv3_mobilenet_v3_large
1 54 1 1 216 1 1 0 0 0 0 1 1 1 1 1 0 1,4,regnet_y_3_2gf
1 256 130 130 512 1 1 0 0 0 0 2 2 1 1 1 0 0,4,fcn_resnet101 deeplabv3_resnet101 deeplabv3_resnet50 fcn_resnet50
1 216 1 1 54 1 1 0 0 0 0 1 1 1 1 1 0 1,4,regnet_y_3_2gf
1 80 15 15 480 1 1 0 0 0 0 1 1 1 1 1 0 0,4,efficientnet_b1
1 512 65 65 256 1 1 0 0 0 0 1 1 1 1 1 0 0,4,fcn_resnet101 deeplabv3_resnet101 deeplabv3_resnet50 fcn_resnet50
1 1024 65 65 512 1 1 0 0 0 0 1 1 1 1 1 0 0,4,fcn_resnet101 deeplabv3_resnet101 deeplabv3_resnet50 fcn_resnet50
1 512 65 65 1024 1 1 0 0 0 0 1 1 1 1 1 0 0,4,fcn_resnet101 deeplabv3_resnet101 deeplabv3_resnet50 fcn_resnet50
1 384 57 57 384 5 5 2 2 2 2 1 1 1 1 384 0 0,4,efficientnet_b5
1 192 120 120 48 1 1 0 0 0 0 1 1 1 1 1 0 0,4,efficientnet_v2_m
1 240 14 14 240 5 5 2 2 2 2 1 1 1 1 240 0 0,4,mnasnet0_5 mobilenet_v3_small
1 32 28 28 192 1 1 0 0 0 0 1 1 1 1 1 0 0,4,mnasnet0_75 mobilenet_v2
1 80 33 33 184 1 1 0 0 0 0 1 1 1 1 1 0 0,4,lraspp_mobilenet_v3_large deeplabv3_mobilenet_v3_large
1 384 57 57 64 1 1 0 0 0 0 1 1 1 1 1 0 0,4,efficientnet_b5
1 32 240 240 32 3 3 1 1 1 1 1 1 1 1 1 0 0,4,efficientnet_v2_l
1 832 7 7 128 1 1 0 0 0 0 1 1 1 1 1 0 0,4,densenet121 googlenet densenet169
1 40 28 28 120 1 1 0 0 0 0 1 1 1 1 1 0 0,4,mobilenet_v3_large mnasnet1_0
1 248 7 7 1488 1 1 0 0 0 0 1 1 1 1 1 0 0,4,mnasnet1_3
1 1024 7 7 1024 3 3 1 1 1 1 1 1 1 1 1 0 0,4,wide_resnet50_2 wide_resnet101_2
1 3 224 224 96 4 4 0 0 0 0 4 4 1 1 1 0 1,4,convnext_small swin_t swin_s convnext_tiny
1 120 28 28 40 1 1 0 0 0 0 1 1 1 1 1 0 0,4,mobilenet_v3_large mnasnet1_0
1 120 28 28 120 5 5 2 2 2 2 1 1 1 1 120 0 0,4,mobilenet_v3_large mnasnet1_0
1 480 14 14 480 3 3 1 1 1 1 1 1 1 1 480 0 0,4,mobilenet_v3_large efficientnet_b0 mnasnet1_0
1 40 28 28 240 1 1 0 0 0 0 1 1 1 1 1 0 0,4,mobilenet_v3_large efficientnet_b0 mnasnet1_0
1 144 7 7 864 1 1 0 0 0 0 1 1 1 1 1 0 0,4,mnasnet0_75
1 240 14 14 40 1 1 0 0 0 0 1 1 1 1 1 0 0,4,mnasnet0_5 mobilenet_v3_small
1 320 60 60 80 1 1 0 0 0 0 1 1 1 1 1 0 0,4,efficientnet_v2_m
1 80 60 60 320 3 3 1 1 1 1 1 1 1 1 1 0 0,4,efficientnet_v2_m
1 960 33 33 960 5 5 4 4 4 4 1 1 2 2 960 0 0,4,lraspp_mobilenet_v3_large deeplabv3_mobilenet_v3_large
1 14 1 1 336 1 1 0 0 0 0 1 1 1 1 1 0 1,4,efficientnet_b4
1 240 114 114 240 3 3 1 1 1 1 1 1 1 1 240 0 0,4,efficientnet_b5
1 240 114 114 40 1 1 0 0 0 0 1 1 1 1 1 0 0,4,efficientnet_b5
1 336 1 1 14 1 1 0 0 0 0 1 1 1 1 1 0 1,4,efficientnet_b4
1 56 48 48 336 1 1 0 0 0 0 1 1 1 1 1 0 0,4,efficientnet_b4
1 32 95 95 192 1 1 0 0 0 0 1 1 1 1 1 0 0,4,efficientnet_b4
1 816 19 19 136 1 1 0 0 0 0 1 1 1 1 1 0 0,4,efficientnet_b3
1 240 28 28 240 3 3 1 1 1 1 1 1 1 1 2 0 0,4,regnet_x_8gf
1 32 75 75 192 1 1 0 0 0 0 1 1 1 1 1 0 0,3,efficientnet_b3
1 256 56 56 256 3 3 1 1 1 1 1 1 1 1 32 0 0,3,resnext101_32x8d
1 3 224 224 16 3 3 1 1 1 1 2 2 1 1 1 0 0,3,mnasnet0_5 mobilenet_v3_large mobilenet_v3_small
1 992 7 7 128 1 1 0 0 0 0 1 1 1 1 1 0 0,3,densenet121 densenet201 densenet169
1 672 14 14 128 1 1 0 0 0 0 1 1 1 1 1 0 0,3,densenet121 densenet201 densenet169
1 480 14 14 480 5 5 2 2 2 2 1 1 1 1 480 0 0,3,efficientnet_b0 mnasnet1_0
1 4 1 1 96 1 1 0 0 0 0 1 1 1 1 1 0 1,3,efficientnet_b1 efficientnet_b2 efficientnet_b0
1 512 28 28 512 3 3 1 1 1 1 1 1 1 1 32 0 0,3,resnext101_32x8d
1 720 18 18 720 5 5 2 2 2 2 1 1 1 1 720 0 0,3,efficientnet_b2
1 528 18 18 528 3 3 1 1 1 1 1 1 1 1 528 0 0,3,efficientnet_b2
1 160 10 10 960 1 1 0 0 0 0 1 1 1 1 1 0 0,3,fasterrcnn_mobilenet_v3_large_320_fpn
1 528 18 18 88 1 1 0 0 0 0 1 1 1 1 1 0 0,3,efficientnet_b2
1 720 18 18 120 1 1 0 0 0 0 1 1 1 1 1 0 0,3,efficientnet_b2
1 704 14 14 128 1 1 0 0 0 0 1 1 1 1 1 0 0,3,densenet121 densenet201 densenet169
1 736 14 14 128 1 1 0 0 0 0 1 1 1 1 1 0 0,3,densenet121 densenet201 densenet169
1 960 7 7 960 3 3 1 1 1 1 1 1 1 1 960 0 0,3,mobilenet_v2
1 928 7 7 128 1 1 0 0 0 0 1 1 1 1 1 0 0,3,densenet121 densenet201 densenet169
1 960 7 7 128 1 1 0 0 0 0 1 1 1 1 1 0 0,3,densenet121 densenet201 densenet169
1 80 10 10 480 1 1 0 0 0 0 1 1 1 1 1 0 0,3,ssdlite320_mobilenet_v3_large
1 80 56 56 80 1 1 0 0 0 0 1 1 1 1 1 0 0,3,regnet_x_8gf
1 64 28 28 64 1 1 0 0 0 0 1 1 1 1 1 0 0,3,regnet_x_400mf
1 512 28 28 512 3 3 1 1 1 1 1 1 1 1 64 0 0,3,resnext101_64x4d
1 48 96 96 192 3 3 1 1 1 1 1 1 1 1 1 0 0,3,efficientnet_v2_s
1 16 56 56 48 1 1 0 0 0 0 1 1 1 1 1 0 0,3,mnasnet0_5
1 24 240 240 24 3 3 1 1 1 1 1 1 1 1 1 0 0,3,efficientnet_v2_m
1 480 15 15 80 1 1 0 0 0 0 1 1 1 1 1 0 0,3,efficientnet_b1
1 256 35 35 64 1 1 0 0 0 0 1 1 1 1 1 0 0,3,inception_v3
1 24 60 60 144 1 1 0 0 0 0 1 1 1 1 1 0 0,3,efficientnet_b1
1 16 1 1 256 1 1 0 0 0 0 1 1 1 1 1 0 1,3,maxvit_t efficientnet_v2_s
1 256 1 1 16 1 1 0 0 0 0 1 1 1 1 1 0 1,3,maxvit_t efficientnet_v2_s
1 256 48 48 64 1 1 0 0 0 0 1 1 1 1 1 0 0,3,efficientnet_v2_s
1 48 38 38 288 1 1 0 0 0 0 1 1 1 1 1 0 0,3,efficientnet_b3
1 72 28 28 24 1 1 0 0 0 0 1 1 1 1 1 0 0,3,mnasnet0_5 mobilenet_v3_small
1 128 56 56 128 1 1 0 0 0 0 1 1 1 1 1 0 0,3,densenet121 densenet201 densenet169
1 96 56 56 128 1 1 0 0 0 0 1 1 1 1 1 0 0,3,densenet121 densenet201 densenet169
1 672 15 15 112 1 1 0 0 0 0 1 1 1 1 1 0 0,3,efficientnet_b1
1 232 56 56 232 1 1 0 0 0 0 1 1 1 1 1 0 0,3,regnet_y_32gf
1 48 35 35 64 5 5 2 2 2 2 1 1 1 1 1 0 0,3,inception_v3
1 672 15 15 672 5 5 2 2 2 2 1 1 1 1 672 0 0,3,efficientnet_b1
1 888 7 7 888 1 1 0 0 0 0 1 1 1 1 1 0 0,3,regnet_y_1_6gf
1 128 56 56 128 3 3 1 1 1 1 2 2 1 1 1 0 0,3,resnet152 resnet50 resnet101
1 24 72 72 144 1 1 0 0 0 0 1 1 1 1 1 0 0,3,efficientnet_b2
1 48 36 36 288 1 1 0 0 0 0 1 1 1 1 1 0 0,3,efficientnet_b2
1 32 112 112 32 3 3 1 1 1 1 1 1 1 1 32 0 0,3,mobilenet_v2 efficientnet_b0 mnasnet1_0
1 32 112 112 16 1 1 0 0 0 0 1 1 1 1 1 0 0,3,mobilenet_v2 efficientnet_b0 mnasnet1_0
1 352 28 28 128 1 1 0 0 0 0 1 1 1 1 1 0 0,3,densenet121 densenet201 densenet169
1 320 28 28 128 1 1 0 0 0 0 1 1 1 1 1 0 0,3,densenet121 densenet201 densenet169
1 288 28 28 128 1 1 0 0 0 0 1 1 1 1 1 0 0,3,densenet121 densenet201 densenet169
1 224 28 28 128 1 1 0 0 0 0 1 1 1 1 1 0 0,3,densenet121 densenet201 densenet169
1 192 28 28 128 1 1 0 0 0 0 1 1 1 1 1 0 0,3,densenet121 densenet201 densenet169
1 160 28 28 128 1 1 0 0 0 0 1 1 1 1 1 0 0,3,densenet121 densenet201 densenet169
1 192 96 96 48 1 1 0 0 0 0 1 1 1 1 1 0 0,3,efficientnet_v2_s
1 320 14 14 128 1 1 0 0 0 0 1 1 1 1 1 0 0,3,densenet121 densenet201 densenet169
1 64 48 48 256 3 3 1 1 1 1 1 1 1 1 1 0 0,3,efficientnet_v2_s
1 96 35 35 96 3 3 1 1 1 1 1 1 1 1 1 0 0,3,inception_v3
1 416 28 28 128 1 1 0 0 0 0 1 1 1 1 1 0 0,3,densenet121 densenet201 densenet169
1 384 28 28 128 1 1 0 0 0 0 1 1 1 1 1 0 0,3,densenet121 densenet201 densenet169
1 448 28 28 128 1 1 0 0 0 0 1 1 1 1 1 0 0,3,densenet121 densenet201 densenet169
1 288 14 14 128 1 1 0 0 0 0 1 1 1 1 1 0 0,3,densenet121 densenet201 densenet169
1 448 28 28 448 3 3 1 1 1 1 1 1 1 1 4 0 0,3,regnet_y_16gf
1 32 300 300 32 3 3 1 1 1 1 1 1 1 1 32 0 0,3,efficientnet_b7
1 96 1 1 4 1 1 0 0 0 0 1 1 1 1 1 0 1,3,efficientnet_b1 efficientnet_b2 efficientnet_b0
1 672 14 14 112 1 1 0 0 0 0 1 1 1 1 1 0 0,3,mobilenet_v3_large efficientnet_b0
1 96 56 56 96 1 1 0 0 0 0 1 1 1 1 1 0 0,3,regnet_x_3_2gf
1 64 56 56 128 1 1 0 0 0 0 2 2 1 1 1 0 0,3,resnet18 regnet_x_800mf resnet34
1 336 56 56 336 1 1 0 0 0 0 1 1 1 1 1 0 0,3,regnet_x_32gf
1 256 28 28 256 3 3 1 1 1 1 1 1 1 1 32 0 0,3,resnext50_32x4d
1 192 56 56 128 1 1 0 0 0 0 1 1 1 1 1 0 0,3,densenet121 densenet201 densenet169
1 1008 7 7 1008 1 1 0 0 0 0 1 1 1 1 1 0 0,3,regnet_x_3_2gf
1 256 56 56 256 3 3 1 1 1 1 1 1 1 1 64 0 0,3,resnext101_64x4d
1 912 7 7 912 1 1 0 0 0 0 1 1 1 1 1 0 0,3,regnet_x_1_6gf
1 800 14 14 128 1 1 0 0 0 0 1 1 1 1 1 0 0,3,densenet121 densenet201 densenet169
1 832 14 14 128 1 1 0 0 0 0 1 1 1 1 1 0 0,3,densenet121 densenet201 densenet169
1 224 56 56 128 1 1 0 0 0 0 1 1 1 1 1 0 0,3,densenet121 densenet201 densenet169
1 192 95 95 32 1 1 0 0 0 0 1 1 1 1 1 0 0,3,efficientnet_b4
1 528 96 96 528 1 1 0 0 0 0 1 1 1 1 1 0 0,3,regnet_y_128gf
1 12 1 1 48 1 1 0 0 0 0 1 1 1 1 1 0 1,3,regnet_y_1_6gf efficientnet_b4 efficientnet_b5
1 48 1 1 12 1 1 0 0 0 0 1 1 1 1 1 0 1,3,regnet_y_1_6gf efficientnet_b4 efficientnet_b5
1 336 48 48 56 1 1 0 0 0 0 1 1 1 1 1 0 0,3,efficientnet_b4
1 512 14 14 512 3 3 1 1 1 1 2 2 1 1 1 0 0,3,resnet152 resnet50 resnet101
1 48 14 14 288 1 1 0 0 0 0 1 1 1 1 1 0 0,3,mnasnet0_5 mobilenet_v3_small
1 128 56 56 128 3 3 1 1 1 1 1 1 1 1 32 0 0,3,resnext50_32x4d
1 192 95 95 192 3 3 1 1 1 1 1 1 1 1 192 0 0,3,efficientnet_b4
1 352 14 14 128 1 1 0 0 0 0 1 1 1 1 1 0 0,3,densenet121 densenet201 densenet169
1 384 14 14 128 1 1 0 0 0 0 1 1 1 1 1 0 0,3,densenet121 densenet201 densenet169
1 416 14 14 128 1 1 0 0 0 0 1 1 1 1 1 0 0,3,densenet121 densenet201 densenet169
1 448 14 14 128 1 1 0 0 0 0 1 1 1 1 1 0 0,3,densenet121 densenet201 densenet169
1 480 14 14 128 1 1 0 0 0 0 1 1 1 1 1 0 0,3,densenet121 densenet201 densenet169
1 544 14 14 128 1 1 0 0 0 0 1 1 1 1 1 0 0,3,densenet121 densenet201 densenet169
1 576 14 14 128 1 1 0 0 0 0 1 1 1 1 1 0 0,3,densenet121 densenet201 densenet169
1 160 25 25 960 1 1 0 0 0 0 1 1 1 1 1 0 0,3,fasterrcnn_mobilenet_v3_large_fpn
1 40 30 30 240 1 1 0 0 0 0 1 1 1 1 1 0 0,3,efficientnet_b1
1 480 15 15 480 3 3 1 1 1 1 1 1 1 1 480 0 0,3,efficientnet_b1
1 512 19 19 512 3 3 1 1 1 1 1 1 1 1 1 0 1,3,ssd300_vgg16
1 336 48 48 336 5 5 2 2 2 2 1 1 1 1 336 0 0,3,efficientnet_b4
1 608 14 14 128 1 1 0 0 0 0 1 1 1 1 1 0 0,3,densenet121 densenet201 densenet169
1 640 14 14 128 1 1 0 0 0 0 1 1 1 1 1 0 0,3,densenet121 densenet201 densenet169
1 160 56 56 128 1 1 0 0 0 0 1 1 1 1 1 0 0,3,densenet121 densenet201 densenet169
1 72 56 56 72 5 5 2 2 2 2 2 2 1 1 72 0 0,3,mnasnet0_75 mobilenet_v3_large mnasnet1_0
1 256 14 14 128 1 1 0 0 0 0 1 1 1 1 1 0 0,3,densenet121 densenet201 densenet169
1 24 28 28 24 3 3 1 1 1 1 1 1 1 1 24 0 0,3,shufflenet_v2_x0_5
1 480 28 28 128 1 1 0 0 0 0 1 1 1 1 1 0 0,3,densenet121 densenet201 densenet169
1 992 14 14 128 1 1 0 0 0 0 1 1 1 1 1 0 0,3,densenet121 densenet201 densenet169
1 896 14 14 128 1 1 0 0 0 0 1 1 1 1 1 0 0,3,densenet121 densenet201 densenet169
1 864 14 14 128 1 1 0 0 0 0 1 1 1 1 1 0 0,3,densenet121 densenet201 densenet169
1 960 14 14 128 1 1 0 0 0 0 1 1 1 1 1 0 0,3,densenet121 densenet201 densenet169
1 928 14 14 128 1 1 0 0 0 0 1 1 1 1 1 0 0,3,densenet121 densenet201 densenet169
1 896 7 7 128 1 1 0 0 0 0 1 1 1 1 1 0 0,3,densenet121 densenet201 densenet169
1 864 7 7 864 5 5 2 2 2 2 1 1 1 1 864 0 0,3,mnasnet0_75
1 864 7 7 144 1 1 0 0 0 0 1 1 1 1 1 0 0,3,mnasnet0_75
1 168 28 28 168 3 3 1 1 1 1 1 1 1 1 7 0 0,3,regnet_x_1_6gf
1 488 7 7 488 3 3 1 1 1 1 1 1 1 1 488 0 0,3,shufflenet_v2_x2_0
1 96 7 7 96 3 3 1 1 1 1 1 1 1 1 96 0 0,3,shufflenet_v2_x0_5
1 256 56 56 512 1 1 0 0 0 0 1 1 1 1 1 0 0,3,regnet_x_16gf resnext101_64x4d resnext101_32x8d
1 232 7 7 232 3 3 1 1 1 1 1 1 1 1 232 0 0,3,shufflenet_v2_x1_0
1 256 28 28 256 7 7 3 3 3 3 1 1 1 1 256 0 1,3,convnext_base
1 122 28 28 122 3 3 1 1 1 1 1 1 1 1 122 0 0,3,shufflenet_v2_x2_0
1 58 28 28 58 3 3 1 1 1 1 1 1 1 1 58 0 0,3,shufflenet_v2_x1_0
1 640 19 19 3840 1 1 0 0 0 0 1 1 1 1 1 0 0,3,efficientnet_b7
1 3840 19 19 640 1 1 0 0 0 0 1 1 1 1 1 0 0,3,efficientnet_b7
1 3840 19 19 3840 3 3 1 1 1 1 1 1 1 1 3840 0 0,3,efficientnet_b7
1 576 14 14 96 1 1 0 0 0 0 1 1 1 1 1 0 0,3,mobilenet_v2 mnasnet1_0
1 576 14 14 576 3 3 1 1 1 1 1 1 1 1 576 0 0,3,mobilenet_v2 mnasnet1_0
1 256 200 200 256 1 1 0 0 0 0 1 1 1 1 1 0 1,3,keypointrcnn_resnet50_fpn fasterrcnn_resnet50_fpn maskrcnn_resnet50_fpn
1 320 7 7 1280 1 1 0 0 0 0 1 1 1 1 1 0 0,3,mobilenet_v2 efficientnet_b0 mnasnet1_0
1 512 14 14 64 1 1 0 0 0 0 1 1 1 1 1 0 0,3,googlenet
1 352 7 7 352 3 3 1 1 1 1 1 1 1 1 352 0 0,3,shufflenet_v2_x1_5
1 256 28 28 256 3 3 1 1 1 1 2 2 1 1 1 0 0,3,resnet152 resnet50 resnet101
1 240 14 14 80 1 1 0 0 0 0 1 1 1 1 1 0 0,3,mobilenet_v3_large efficientnet_b0 mnasnet1_0
1 784 7 7 784 1 1 0 0 0 0 1 1 1 1 1 0 0,3,regnet_y_800mf
1 448 28 28 448 3 3 1 1 1 1 1 1 1 1 8 0 0,3,regnet_y_8gf
1 32 27 27 128 3 3 1 1 1 1 1 1 1 1 1 0 1,3,squeezenet1_0 squeezenet1_1
1 32 27 27 128 1 1 0 0 0 0 1 1 1 1 1 0 1,3,squeezenet1_0 squeezenet1_1
1 64 13 13 256 3 3 1 1 1 1 1 1 1 1 1 0 1,3,squeezenet1_0 squeezenet1_1
1 64 13 13 256 1 1 0 0 0 0 1 1 1 1 1 0 1,3,squeezenet1_0 squeezenet1_1
1 1488 7 7 248 1 1 0 0 0 0 1 1 1 1 1 0 0,3,mnasnet1_3
1 1488 7 7 1488 5 5 2 2 2 2 1 1 1 1 1488 0 0,3,mnasnet1_3
1 32 56 56 96 1 1 0 0 0 0 1 1 1 1 1 0 0,3,mnasnet1_3
1 104 14 14 624 1 1 0 0 0 0 1 1 1 1 1 0 0,3,mnasnet1_3
1 384 28 28 384 7 7 3 3 3 3 1 1 1 1 384 0 1,3,convnext_large
1 32 300 300 32 1 1 0 0 0 0 1 1 1 1 1 0 0,3,efficientnet_b7
1 1024 7 7 1024 7 7 3 3 3 3 1 1 1 1 1024 0 1,3,convnext_base
1 192 56 56 192 7 7 3 3 3 3 1 1 1 1 192 0 1,3,convnext_large
1 192 28 28 32 1 1 0 0 0 0 1 1 1 1 1 0 0,3,mobilenet_v2 googlenet
1 1536 7 7 1536 7 7 3 3 3 3 1 1 1 1 1536 0 1,3,convnext_large
1 256 13 13 256 3 3 1 1 1 1 2 2 1 1 1 0 1,3,retinanet_resnet50_fpn_v2 retinanet_resnet50_fpn fcos_resnet50_fpn
1 128 56 56 128 7 7 3 3 3 3 1 1 1 1 128 0 1,3,convnext_base
1 2048 65 65 512 3 3 1 1 1 1 1 1 1 1 1 0 0,2,fcn_resnet101 fcn_resnet50
1 256 56 56 256 3 3 1 1 1 1 2 2 1 1 1 0 0,2,wide_resnet50_2 wide_resnet101_2
1 512 28 28 512 3 3 1 1 1 1 2 2 1 1 1 0 0,2,wide_resnet50_2 wide_resnet101_2
1 1024 14 14 1024 3 3 1 1 1 1 2 2 1 1 1 0 0,2,wide_resnet50_2 wide_resnet101_2
1 384 14 14 768 2 2 0 0 0 0 2 2 1 1 1 0 1,2,convnext_small convnext_tiny
1 3 520 520 16 3 3 1 1 1 1 2 2 1 1 1 0 0,2,lraspp_mobilenet_v3_large deeplabv3_mobilenet_v3_large
1 16 260 260 16 3 3 1 1 1 1 1 1 1 1 16 0 0,2,lraspp_mobilenet_v3_large deeplabv3_mobilenet_v3_large
1 16 260 260 16 1 1 0 0 0 0 1 1 1 1 1 0 0,2,lraspp_mobilenet_v3_large deeplabv3_mobilenet_v3_large
