conv_parameters,occurrences,models
1 192 300 300 192 3 3 1 1 1 1 2 2 1 1 192 0 0,1,efficientnet_b7
1 192 150 150 48 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b7
1 288 150 150 288 5 5 2 2 2 2 2 2 1 1 288 0 0,1,efficientnet_b7
1 288 75 75 80 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b7
1 1200 33 33 1200 5 5 2 2 2 2 2 2 1 1 1200 0 0,1,efficientnet_b6
1 1200 17 17 344 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b6
1 1488 7 7 1488 3 3 1 1 1 1 1 1 1 1 1488 0 0,1,mnasnet1_3
1 1488 7 7 416 1 1 0 0 0 0 1 1 1 1 1 0 0,1,mnasnet1_3
1 416 7 7 1280 1 1 0 0 0 0 1 1 1 1 1 0 0,1,mnasnet1_3
1 144 56 56 144 3 3 1 1 1 1 2 2 1 1 144 0 0,1,mobilenet_v2
1 144 28 28 32 1 1 0 0 0 0 1 1 1 1 1 0 0,1,mobilenet_v2
1 192 28 28 192 3 3 1 1 1 1 2 2 1 1 192 0 0,1,mobilenet_v2
1 96 14 14 40 1 1 0 0 0 0 1 1 1 1 1 0 0,1,mobilenet_v3_small
1 960 7 7 320 1 1 0 0 0 0 1 1 1 1 1 0 0,1,mobilenet_v2
1 2064 17 17 2064 3 3 1 1 1 1 1 1 1 1 2064 0 0,1,efficientnet_b6
1 2064 17 17 576 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b6
1 576 17 17 2304 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b6
1 432 66 66 432 3 3 1 1 1 1 2 2 1 1 432 0 0,1,efficientnet_b6
1 16 112 112 16 1 1 0 0 0 0 1 1 1 1 1 0 0,1,mobilenet_v3_large
1 16 112 112 64 1 1 0 0 0 0 1 1 1 1 1 0 0,1,mobilenet_v3_large
1 64 112 112 64 3 3 1 1 1 1 2 2 1 1 64 0 0,1,mobilenet_v3_large
1 64 56 56 24 1 1 0 0 0 0 1 1 1 1 1 0 0,1,mobilenet_v3_large
1 80 14 14 200 1 1 0 0 0 0 1 1 1 1 1 0 0,1,mobilenet_v3_large
1 200 14 14 200 3 3 1 1 1 1 1 1 1 1 200 0 0,1,mobilenet_v3_large
1 200 14 14 80 1 1 0 0 0 0 1 1 1 1 1 0 0,1,mobilenet_v3_large
1 672 14 14 672 3 3 1 1 1 1 1 1 1 1 672 0 0,1,mobilenet_v3_large
1 672 7 7 160 1 1 0 0 0 0 1 1 1 1 1 0 0,1,mobilenet_v3_large
1 768 14 14 768 3 3 1 1 1 1 1 1 1 1 768 0 0,1,mnasnet1_3
1 8 1 1 16 1 1 0 0 0 0 1 1 1 1 1 0 1,1,mobilenet_v3_small
1 432 33 33 144 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b6
1 864 33 33 864 5 5 2 2 2 2 1 1 1 1 864 0 0,1,efficientnet_b6
1 864 33 33 200 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b6
1 56 264 264 56 3 3 1 1 1 1 1 1 1 1 56 0 0,1,efficientnet_b6
1 56 1 1 14 1 1 0 0 0 0 1 1 1 1 1 0 1,1,efficientnet_b6
1 14 1 1 56 1 1 0 0 0 0 1 1 1 1 1 0 1,1,efficientnet_b6
1 56 264 264 32 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b6
1 16 56 56 16 1 1 0 0 0 0 1 1 1 1 1 0 0,1,mobilenet_v3_small
1 16 56 56 72 1 1 0 0 0 0 1 1 1 1 1 0 0,1,mobilenet_v3_small
1 72 56 56 72 3 3 1 1 1 1 2 2 1 1 72 0 0,1,mobilenet_v3_small
1 88 28 28 24 1 1 0 0 0 0 1 1 1 1 1 0 0,1,mobilenet_v3_small
1 24 28 28 96 1 1 0 0 0 0 1 1 1 1 1 0 0,1,mobilenet_v3_small
1 96 28 28 96 5 5 2 2 2 2 2 2 1 1 96 0 0,1,mobilenet_v3_small
1 96 1 1 24 1 1 0 0 0 0 1 1 1 1 1 0 1,1,mobilenet_v3_small
1 24 1 1 96 1 1 0 0 0 0 1 1 1 1 1 0 1,1,mobilenet_v3_small
1 192 132 132 40 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b6
1 240 132 132 240 5 5 2 2 2 2 2 2 1 1 240 0 0,1,efficientnet_b6
1 240 66 66 72 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b6
1 1056 29 29 1056 5 5 2 2 2 2 2 2 1 1 1056 0 0,1,efficientnet_b5
1 48 14 14 144 1 1 0 0 0 0 1 1 1 1 1 0 0,1,mobilenet_v3_small
1 144 14 14 144 5 5 2 2 2 2 1 1 1 1 144 0 0,1,mobilenet_v3_small
1 144 1 1 40 1 1 0 0 0 0 1 1 1 1 1 0 1,1,mobilenet_v3_small
1 40 1 1 144 1 1 0 0 0 0 1 1 1 1 1 0 1,1,mobilenet_v3_small
1 144 14 14 48 1 1 0 0 0 0 1 1 1 1 1 0 0,1,mobilenet_v3_small
1 288 1 1 72 1 1 0 0 0 0 1 1 1 1 1 0 1,1,mobilenet_v3_small
1 72 1 1 288 1 1 0 0 0 0 1 1 1 1 1 0 1,1,mobilenet_v3_small
1 32 112 112 256 1 1 0 0 0 0 2 2 1 1 1 0 0,1,regnet_x_16gf
1 32 112 112 256 1 1 0 0 0 0 1 1 1 1 1 0 0,1,regnet_x_16gf
1 256 112 112 256 3 3 1 1 1 1 2 2 1 1 2 0 0,1,regnet_x_16gf
1 16 112 112 16 3 3 1 1 1 1 2 2 1 1 16 0 0,1,mobilenet_v3_small
1 16 1 1 8 1 1 0 0 0 0 1 1 1 1 1 0 1,1,mobilenet_v3_small
1 512 15 15 2048 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b5
1 3 528 528 56 3 3 1 1 1 1 2 2 1 1 1 0 0,1,efficientnet_b6
1 384 57 57 384 3 3 1 1 1 1 2 2 1 1 384 0 0,1,efficientnet_b5
1 384 29 29 128 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b5
1 512 56 56 512 3 3 1 1 1 1 2 2 1 1 4 0 0,1,regnet_x_16gf
1 512 28 28 896 1 1 0 0 0 0 2 2 1 1 1 0 0,1,regnet_x_16gf
1 512 28 28 896 1 1 0 0 0 0 1 1 1 1 1 0 0,1,regnet_x_16gf
1 896 28 28 896 3 3 1 1 1 1 2 2 1 1 7 0 0,1,regnet_x_16gf
1 896 14 14 2048 1 1 0 0 0 0 2 2 1 1 1 0 0,1,regnet_x_16gf
1 896 14 14 2048 1 1 0 0 0 0 1 1 1 1 1 0 0,1,regnet_x_16gf
1 2048 14 14 2048 3 3 1 1 1 1 2 2 1 1 16 0 0,1,regnet_x_16gf
1 40 14 14 120 1 1 0 0 0 0 1 1 1 1 1 0 0,1,mobilenet_v3_small
1 120 14 14 120 5 5 2 2 2 2 1 1 1 1 120 0 0,1,mobilenet_v3_small
1 120 14 14 48 1 1 0 0 0 0 1 1 1 1 1 0 0,1,mobilenet_v3_small
1 32 264 264 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b6
1 192 264 264 192 3 3 1 1 1 1 2 2 1 1 192 0 0,1,efficientnet_b6
1 672 56 56 672 3 3 1 1 1 1 2 2 1 1 4 0 0,1,regnet_x_32gf
1 672 28 28 1344 1 1 0 0 0 0 2 2 1 1 1 0 0,1,regnet_x_32gf
1 672 28 28 1344 1 1 0 0 0 0 1 1 1 1 1 0 0,1,regnet_x_32gf
1 768 29 29 768 5 5 2 2 2 2 1 1 1 1 768 0 0,1,efficientnet_b5
1 768 29 29 176 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b5
1 3 456 456 48 3 3 1 1 1 1 2 2 1 1 1 0 0,1,efficientnet_b5
1 48 228 228 48 3 3 1 1 1 1 1 1 1 1 48 0 0,1,efficientnet_b5
1 48 228 228 24 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b5
1 72 56 56 168 1 1 0 0 0 0 2 2 1 1 1 0 0,1,regnet_x_1_6gf
1 72 56 56 168 1 1 0 0 0 0 1 1 1 1 1 0 0,1,regnet_x_1_6gf
1 168 56 56 168 3 3 1 1 1 1 2 2 1 1 7 0 0,1,regnet_x_1_6gf
1 168 28 28 408 1 1 0 0 0 0 2 2 1 1 1 0 0,1,regnet_x_1_6gf
1 168 28 28 408 1 1 0 0 0 0 1 1 1 1 1 0 0,1,regnet_x_1_6gf
1 408 28 28 408 3 3 1 1 1 1 2 2 1 1 17 0 0,1,regnet_x_1_6gf
1 408 14 14 912 1 1 0 0 0 0 2 2 1 1 1 0 0,1,regnet_x_1_6gf
1 256 56 56 256 3 3 1 1 1 1 1 1 1 1 2 0 0,1,regnet_x_16gf
1 408 14 14 912 1 1 0 0 0 0 1 1 1 1 1 0 0,1,regnet_x_1_6gf
1 912 14 14 912 3 3 1 1 1 1 2 2 1 1 38 0 0,1,regnet_x_1_6gf
1 912 7 7 912 3 3 1 1 1 1 1 1 1 1 38 0 0,1,regnet_x_1_6gf
1 24 228 228 144 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b5
1 144 228 228 144 3 3 1 1 1 1 2 2 1 1 144 0 0,1,efficientnet_b5
1 144 114 114 40 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b5
1 240 114 114 240 5 5 2 2 2 2 2 2 1 1 240 0 0,1,efficientnet_b5
1 240 57 57 64 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b5
1 960 24 24 960 5 5 2 2 2 2 2 2 1 1 960 0 0,1,efficientnet_b4
1 960 12 12 272 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b4
1 32 112 112 336 1 1 0 0 0 0 2 2 1 1 1 0 0,1,regnet_x_32gf
1 32 112 112 336 1 1 0 0 0 0 1 1 1 1 1 0 0,1,regnet_x_32gf
1 336 112 112 336 3 3 1 1 1 1 2 2 1 1 2 0 0,1,regnet_x_32gf
1 336 56 56 336 3 3 1 1 1 1 1 1 1 1 2 0 0,1,regnet_x_32gf
1 336 56 56 672 1 1 0 0 0 0 2 2 1 1 1 0 0,1,regnet_x_32gf
1 336 56 56 672 1 1 0 0 0 0 1 1 1 1 1 0 0,1,regnet_x_32gf
1 32 56 56 32 1 1 0 0 0 0 1 1 1 1 1 0 0,1,regnet_x_400mf
1 32 56 56 64 1 1 0 0 0 0 2 2 1 1 1 0 0,1,regnet_x_400mf
1 32 56 56 64 1 1 0 0 0 0 1 1 1 1 1 0 0,1,regnet_x_400mf
1 64 56 56 64 3 3 1 1 1 1 2 2 1 1 4 0 0,1,regnet_x_400mf
1 1344 28 28 1344 3 3 1 1 1 1 2 2 1 1 8 0 0,1,regnet_x_32gf
1 1344 14 14 2520 1 1 0 0 0 0 2 2 1 1 1 0 0,1,regnet_x_32gf
1 1344 14 14 2520 1 1 0 0 0 0 1 1 1 1 1 0 0,1,regnet_x_32gf
1 2520 14 14 2520 3 3 1 1 1 1 2 2 1 1 15 0 0,1,regnet_x_32gf
1 2520 7 7 2520 1 1 0 0 0 0 1 1 1 1 1 0 0,1,regnet_x_32gf
1 32 112 112 96 1 1 0 0 0 0 2 2 1 1 1 0 0,1,regnet_x_3_2gf
1 32 112 112 96 1 1 0 0 0 0 1 1 1 1 1 0 0,1,regnet_x_3_2gf
1 96 112 112 96 3 3 1 1 1 1 2 2 1 1 2 0 0,1,regnet_x_3_2gf
1 96 56 56 96 3 3 1 1 1 1 1 1 1 1 2 0 0,1,regnet_x_3_2gf
1 96 56 56 192 1 1 0 0 0 0 2 2 1 1 1 0 0,1,regnet_x_3_2gf
1 192 56 56 192 3 3 1 1 1 1 2 2 1 1 4 0 0,1,regnet_x_3_2gf
1 192 28 28 432 1 1 0 0 0 0 2 2 1 1 1 0 0,1,regnet_x_3_2gf
1 48 190 190 48 3 3 1 1 1 1 1 1 1 1 48 0 0,1,efficientnet_b4
1 1632 12 12 1632 3 3 1 1 1 1 1 1 1 1 1632 0 0,1,efficientnet_b4
1 1632 12 12 448 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b4
1 448 12 12 2688 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b4
1 2688 12 12 2688 3 3 1 1 1 1 1 1 1 1 2688 0 0,1,efficientnet_b4
1 2688 1 1 112 1 1 0 0 0 0 1 1 1 1 1 0 1,1,efficientnet_b4
1 112 1 1 2688 1 1 0 0 0 0 1 1 1 1 1 0 1,1,efficientnet_b4
1 2688 12 12 448 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b4
1 448 12 12 1792 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b4
1 432 14 14 1008 1 1 0 0 0 0 2 2 1 1 1 0 0,1,regnet_x_3_2gf
1 432 14 14 1008 1 1 0 0 0 0 1 1 1 1 1 0 0,1,regnet_x_3_2gf
1 1008 14 14 1008 3 3 1 1 1 1 2 2 1 1 21 0 0,1,regnet_x_3_2gf
1 1008 7 7 1008 3 3 1 1 1 1 1 1 1 1 21 0 0,1,regnet_x_3_2gf
1 32 112 112 32 1 1 0 0 0 0 2 2 1 1 1 0 0,1,regnet_x_400mf
1 32 112 112 32 1 1 0 0 0 0 1 1 1 1 1 0 0,1,regnet_x_400mf
1 32 112 112 32 3 3 1 1 1 1 2 2 1 1 2 0 0,1,regnet_x_400mf
1 80 112 112 80 3 3 1 1 1 1 2 2 1 1 1 0 0,1,regnet_x_8gf
1 64 28 28 64 3 3 1 1 1 1 1 1 1 1 4 0 0,1,regnet_x_400mf
1 64 28 28 160 1 1 0 0 0 0 2 2 1 1 1 0 0,1,regnet_x_400mf
1 64 28 28 160 1 1 0 0 0 0 1 1 1 1 1 0 0,1,regnet_x_400mf
1 160 28 28 160 3 3 1 1 1 1 2 2 1 1 10 0 0,1,regnet_x_400mf
1 160 14 14 400 1 1 0 0 0 0 2 2 1 1 1 0 0,1,regnet_x_400mf
1 160 14 14 400 1 1 0 0 0 0 1 1 1 1 1 0 0,1,regnet_x_400mf
1 400 14 14 400 3 3 1 1 1 1 2 2 1 1 25 0 0,1,regnet_x_400mf
1 192 28 28 432 1 1 0 0 0 0 1 1 1 1 1 0 0,1,regnet_x_3_2gf
1 432 28 28 432 3 3 1 1 1 1 2 2 1 1 9 0 0,1,regnet_x_3_2gf
1 336 48 48 336 3 3 1 1 1 1 2 2 1 1 336 0 0,1,efficientnet_b4
1 336 24 24 112 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b4
1 672 24 24 672 5 5 2 2 2 2 1 1 1 1 672 0 0,1,efficientnet_b4
1 672 24 24 160 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b4
1 384 10 10 1536 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b3
1 3 380 380 48 3 3 1 1 1 1 2 2 1 1 1 0 0,1,efficientnet_b4
1 48 190 190 24 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b4
1 24 190 190 24 3 3 1 1 1 1 1 1 1 1 24 0 0,1,efficientnet_b4
1 24 190 190 24 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b4
1 24 190 190 144 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b4
1 144 190 190 144 3 3 1 1 1 1 2 2 1 1 144 0 0,1,efficientnet_b4
1 144 95 95 32 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b4
1 192 95 95 192 5 5 2 2 2 2 2 2 1 1 192 0 0,1,efficientnet_b4
1 192 48 48 56 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b4
1 816 19 19 816 5 5 2 2 2 2 2 2 1 1 816 0 0,1,efficientnet_b3
1 816 10 10 232 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b3
1 288 28 28 288 3 3 1 1 1 1 2 2 1 1 18 0 0,1,regnet_x_800mf
1 288 14 14 672 1 1 0 0 0 0 2 2 1 1 1 0 0,1,regnet_x_800mf
1 288 14 14 672 1 1 0 0 0 0 1 1 1 1 1 0 0,1,regnet_x_800mf
1 672 14 14 672 3 3 1 1 1 1 2 2 1 1 42 0 0,1,regnet_x_800mf
1 32 112 112 80 1 1 0 0 0 0 2 2 1 1 1 0 0,1,regnet_x_8gf
1 32 112 112 80 1 1 0 0 0 0 1 1 1 1 1 0 0,1,regnet_x_8gf
1 132 1 1 1056 1 1 0 0 0 0 1 1 1 1 1 0 1,1,regnet_y_128gf
1 80 56 56 80 3 3 1 1 1 1 1 1 1 1 1 0 0,1,regnet_x_8gf
1 80 56 56 240 1 1 0 0 0 0 2 2 1 1 1 0 0,1,regnet_x_8gf
1 80 56 56 240 1 1 0 0 0 0 1 1 1 1 1 0 0,1,regnet_x_8gf
1 240 56 56 240 3 3 1 1 1 1 2 2 1 1 2 0 0,1,regnet_x_8gf
1 240 28 28 720 1 1 0 0 0 0 2 2 1 1 1 0 0,1,regnet_x_8gf
1 240 28 28 720 1 1 0 0 0 0 1 1 1 1 1 0 0,1,regnet_x_8gf
1 720 28 28 720 3 3 1 1 1 1 2 2 1 1 6 0 0,1,regnet_x_8gf
1 720 14 14 1920 1 1 0 0 0 0 2 2 1 1 1 0 0,1,regnet_x_8gf
1 720 14 14 1920 1 1 0 0 0 0 1 1 1 1 1 0 0,1,regnet_x_8gf
1 1920 14 14 1920 3 3 1 1 1 1 2 2 1 1 16 0 0,1,regnet_x_8gf
1 1920 7 7 1920 1 1 0 0 0 0 1 1 1 1 1 0 0,1,regnet_x_8gf
1 3 384 384 32 3 3 1 1 1 1 2 2 1 1 1 0 0,1,regnet_y_128gf
1 128 56 56 128 3 3 1 1 1 1 2 2 1 1 8 0 0,1,regnet_x_800mf
1 128 28 28 288 1 1 0 0 0 0 2 2 1 1 1 0 0,1,regnet_x_800mf
1 128 28 28 288 1 1 0 0 0 0 1 1 1 1 1 0 0,1,regnet_x_800mf
1 528 192 192 528 3 3 1 1 1 1 2 2 1 1 2 0 0,1,regnet_y_128gf
1 528 1 1 8 1 1 0 0 0 0 1 1 1 1 1 0 1,1,regnet_y_128gf
1 1392 10 10 1392 3 3 1 1 1 1 1 1 1 1 1392 0 0,1,efficientnet_b3
1 1392 10 10 384 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b3
1 384 10 10 2304 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b3
1 2304 10 10 2304 3 3 1 1 1 1 1 1 1 1 2304 0 0,1,efficientnet_b3
1 2304 10 10 384 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b3
1 192 38 38 48 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b3
1 8 1 1 528 1 1 0 0 0 0 1 1 1 1 1 0 1,1,regnet_y_128gf
1 528 96 96 528 3 3 1 1 1 1 1 1 1 1 2 0 0,1,regnet_y_128gf
1 528 1 1 132 1 1 0 0 0 0 1 1 1 1 1 0 1,1,regnet_y_128gf
1 132 1 1 528 1 1 0 0 0 0 1 1 1 1 1 0 1,1,regnet_y_128gf
1 528 96 96 1056 1 1 0 0 0 0 2 2 1 1 1 0 0,1,regnet_y_128gf
1 528 96 96 1056 1 1 0 0 0 0 1 1 1 1 1 0 0,1,regnet_y_128gf
1 1056 96 96 1056 3 3 1 1 1 1 2 2 1 1 4 0 0,1,regnet_y_128gf
1 1056 1 1 132 1 1 0 0 0 0 1 1 1 1 1 0 1,1,regnet_y_128gf
1 576 19 19 576 5 5 2 2 2 2 1 1 1 1 576 0 0,1,efficientnet_b3
1 576 19 19 136 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b3
1 40 1 1 10 1 1 0 0 0 0 1 1 1 1 1 0 1,1,efficientnet_b3
1 10 1 1 40 1 1 0 0 0 0 1 1 1 1 1 0 1,1,efficientnet_b3
1 40 150 150 24 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b3
1 24 150 150 24 3 3 1 1 1 1 1 1 1 1 24 0 0,1,efficientnet_b3
1 2904 48 48 2904 3 3 1 1 1 1 2 2 1 1 11 0 0,1,regnet_y_128gf
1 2904 1 1 264 1 1 0 0 0 0 1 1 1 1 1 0 1,1,regnet_y_128gf
1 264 1 1 2904 1 1 0 0 0 0 1 1 1 1 1 0 1,1,regnet_y_128gf
1 2904 24 24 7392 1 1 0 0 0 0 2 2 1 1 1 0 0,1,regnet_y_128gf
1 2904 24 24 7392 1 1 0 0 0 0 1 1 1 1 1 0 0,1,regnet_y_128gf
1 7392 24 24 7392 3 3 1 1 1 1 2 2 1 1 28 0 0,1,regnet_y_128gf
1 7392 1 1 726 1 1 0 0 0 0 1 1 1 1 1 0 1,1,regnet_y_128gf
1 726 1 1 7392 1 1 0 0 0 0 1 1 1 1 1 0 1,1,regnet_y_128gf
1 32 192 192 528 1 1 0 0 0 0 2 2 1 1 1 0 0,1,regnet_y_128gf
1 32 192 192 528 1 1 0 0 0 0 1 1 1 1 1 0 0,1,regnet_y_128gf
1 3024 14 14 3024 3 3 1 1 1 1 2 2 1 1 27 0 0,1,regnet_y_16gf
1 3024 1 1 308 1 1 0 0 0 0 1 1 1 1 1 0 1,1,regnet_y_16gf
1 7392 12 12 7392 1 1 0 0 0 0 1 1 1 1 1 0 0,1,regnet_y_128gf
1 224 112 112 224 3 3 1 1 1 1 2 2 1 1 2 0 0,1,regnet_y_16gf
1 224 56 56 224 3 3 1 1 1 1 1 1 1 1 2 0 0,1,regnet_y_16gf
1 448 56 56 448 3 3 1 1 1 1 2 2 1 1 4 0 0,1,regnet_y_16gf
1 1056 48 48 2904 1 1 0 0 0 0 2 2 1 1 1 0 0,1,regnet_y_128gf
1 1056 48 48 2904 1 1 0 0 0 0 1 1 1 1 1 0 0,1,regnet_y_128gf
1 24 150 150 24 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b3
1 24 150 150 144 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b3
1 144 150 150 144 3 3 1 1 1 1 2 2 1 1 144 0 0,1,efficientnet_b3
1 144 75 75 32 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b3
1 192 75 75 192 5 5 2 2 2 2 2 2 1 1 192 0 0,1,efficientnet_b3
1 720 9 9 208 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b2
1 288 38 38 288 3 3 1 1 1 1 2 2 1 1 288 0 0,1,efficientnet_b3
1 288 19 19 96 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b3
1 352 9 9 2112 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b2
1 2112 9 9 2112 3 3 1 1 1 1 1 1 1 1 2112 0 0,1,efficientnet_b2
1 2112 1 1 88 1 1 0 0 0 0 1 1 1 1 1 0 1,1,efficientnet_b2
1 88 1 1 2112 1 1 0 0 0 0 1 1 1 1 1 0 1,1,efficientnet_b2
1 2112 9 9 352 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b2
1 352 9 9 1408 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b2
1 3 300 300 40 3 3 1 1 1 1 2 2 1 1 1 0 0,1,efficientnet_b3
1 40 150 150 40 3 3 1 1 1 1 1 1 1 1 40 0 0,1,efficientnet_b3
1 288 36 36 288 3 3 1 1 1 1 2 2 1 1 288 0 0,1,efficientnet_b2
1 288 18 18 88 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b2
1 448 28 28 1232 1 1 0 0 0 0 1 1 1 1 1 0 0,1,regnet_y_16gf
1 1232 28 28 1232 3 3 1 1 1 1 2 2 1 1 11 0 0,1,regnet_y_16gf
1 1232 1 1 112 1 1 0 0 0 0 1 1 1 1 1 0 1,1,regnet_y_16gf
1 112 1 1 1232 1 1 0 0 0 0 1 1 1 1 1 0 1,1,regnet_y_16gf
1 1232 14 14 3024 1 1 0 0 0 0 2 2 1 1 1 0 0,1,regnet_y_16gf
1 1232 14 14 3024 1 1 0 0 0 0 1 1 1 1 1 0 0,1,regnet_y_16gf
1 528 18 18 120 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b2
1 720 18 18 720 5 5 2 2 2 2 2 2 1 1 720 0 0,1,efficientnet_b2
1 32 144 144 32 3 3 1 1 1 1 1 1 1 1 32 0 0,1,efficientnet_b2
1 32 144 144 16 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b2
1 16 144 144 16 3 3 1 1 1 1 1 1 1 1 16 0 0,1,efficientnet_b2
1 16 144 144 16 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b2
1 48 112 112 48 3 3 1 1 1 1 2 2 1 1 2 0 0,1,regnet_y_1_6gf
1 48 56 56 48 3 3 1 1 1 1 1 1 1 1 2 0 0,1,regnet_y_1_6gf
1 48 56 56 120 1 1 0 0 0 0 2 2 1 1 1 0 0,1,regnet_y_1_6gf
1 48 56 56 120 1 1 0 0 0 0 1 1 1 1 1 0 0,1,regnet_y_1_6gf
1 120 56 56 120 3 3 1 1 1 1 2 2 1 1 5 0 0,1,regnet_y_1_6gf
1 120 1 1 12 1 1 0 0 0 0 1 1 1 1 1 0 1,1,regnet_y_1_6gf
1 12 1 1 120 1 1 0 0 0 0 1 1 1 1 1 0 1,1,regnet_y_1_6gf
1 448 28 28 1232 1 1 0 0 0 0 2 2 1 1 1 0 0,1,regnet_y_16gf
1 1248 9 9 1248 3 3 1 1 1 1 1 1 1 1 1248 0 0,1,efficientnet_b2
1 1248 9 9 352 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b2
1 232 56 56 696 1 1 0 0 0 0 2 2 1 1 1 0 0,1,regnet_y_32gf
1 232 56 56 696 1 1 0 0 0 0 1 1 1 1 1 0 0,1,regnet_y_32gf
1 696 56 56 696 3 3 1 1 1 1 2 2 1 1 3 0 0,1,regnet_y_32gf
1 120 28 28 336 1 1 0 0 0 0 2 2 1 1 1 0 0,1,regnet_y_1_6gf
1 120 28 28 336 1 1 0 0 0 0 1 1 1 1 1 0 0,1,regnet_y_1_6gf
1 336 28 28 336 3 3 1 1 1 1 2 2 1 1 14 0 0,1,regnet_y_1_6gf
1 336 1 1 30 1 1 0 0 0 0 1 1 1 1 1 0 1,1,regnet_y_1_6gf
1 30 1 1 336 1 1 0 0 0 0 1 1 1 1 1 0 1,1,regnet_y_1_6gf
1 336 14 14 888 1 1 0 0 0 0 2 2 1 1 1 0 0,1,regnet_y_1_6gf
1 336 14 14 888 1 1 0 0 0 0 1 1 1 1 1 0 0,1,regnet_y_1_6gf
1 888 14 14 888 3 3 1 1 1 1 2 2 1 1 37 0 0,1,regnet_y_1_6gf
1 888 1 1 84 1 1 0 0 0 0 1 1 1 1 1 0 1,1,regnet_y_1_6gf
1 84 1 1 888 1 1 0 0 0 0 1 1 1 1 1 0 1,1,regnet_y_1_6gf
1 308 1 1 3024 1 1 0 0 0 0 1 1 1 1 1 0 1,1,regnet_y_16gf
1 3024 7 7 3024 1 1 0 0 0 0 1 1 1 1 1 0 0,1,regnet_y_16gf
1 528 18 18 528 5 5 2 2 2 2 1 1 1 1 528 0 0,1,efficientnet_b2
1 222 1 1 888 1 1 0 0 0 0 1 1 1 1 1 0 1,1,regnet_y_1_6gf
1 16 144 144 96 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b2
1 96 144 144 96 3 3 1 1 1 1 2 2 1 1 96 0 0,1,efficientnet_b2
1 96 72 72 24 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b2
