conv_parameters,occurences,models
1 32 112 112 80 112 112 1 1 0 0 0 0 1 1 1 1 1 False False,2,regnetx_040 regnetx_080
1 80 112 112 80 56 56 3 3 1 1 1 1 2 2 1 1 2 False False,1,regnetx_040
1 80 56 56 80 56 56 1 1 0 0 0 0 1 1 1 1 1 False False,6,regnetx_040 regnetx_080
1 32 112 112 80 56 56 1 1 0 0 0 0 2 2 1 1 1 False False,2,regnetx_040 regnetx_080
1 80 56 56 80 56 56 3 3 1 1 1 1 1 1 1 1 2 False False,1,regnetx_040
1 80 56 56 240 56 56 1 1 0 0 0 0 1 1 1 1 1 False False,2,regnetx_040 regnetx_080
1 240 56 56 240 28 28 3 3 1 1 1 1 2 2 1 1 6 False False,1,regnetx_040
1 240 28 28 240 28 28 1 1 0 0 0 0 1 1 1 1 1 False False,18,regnetx_040 regnetx_080
1 80 56 56 240 28 28 1 1 0 0 0 0 2 2 1 1 1 False False,2,regnetx_040 regnetx_080
1 240 28 28 240 28 28 3 3 1 1 1 1 1 1 1 1 6 False False,4,regnetx_040
1 240 28 28 560 28 28 1 1 0 0 0 0 1 1 1 1 1 False False,1,regnetx_040
1 560 28 28 560 14 14 3 3 1 1 1 1 2 2 1 1 14 False False,1,regnetx_040
1 560 14 14 560 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,27,regnetx_040
1 240 28 28 560 14 14 1 1 0 0 0 0 2 2 1 1 1 False False,1,regnetx_040
1 560 14 14 560 14 14 3 3 1 1 1 1 1 1 1 1 14 False False,13,regnetx_040
1 560 14 14 1360 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,1,regnetx_040
1 1360 14 14 1360 7 7 3 3 1 1 1 1 2 2 1 1 34 False False,1,regnetx_040
1 1360 7 7 1360 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,3,regnetx_040
1 560 14 14 1360 7 7 1 1 0 0 0 0 2 2 1 1 1 False False,1,regnetx_040
1 1360 7 7 1360 7 7 3 3 1 1 1 1 1 1 1 1 34 False False,1,regnetx_040
1 32 112 112 168 112 112 1 1 0 0 0 0 1 1 1 1 1 False False,2,regnetx_064 regnety_080
1 168 112 112 168 56 56 3 3 1 1 1 1 2 2 1 1 3 False False,2,regnetx_064 regnety_080
1 168 56 56 168 56 56 1 1 0 0 0 0 1 1 1 1 1 False False,6,regnetx_064 regnety_080
1 32 112 112 168 56 56 1 1 0 0 0 0 2 2 1 1 1 False False,2,regnetx_064 regnety_080
1 168 56 56 168 56 56 3 3 1 1 1 1 1 1 1 1 3 False False,2,regnetx_064 regnety_080
1 168 56 56 392 56 56 1 1 0 0 0 0 1 1 1 1 1 False False,1,regnetx_064
1 392 56 56 392 28 28 3 3 1 1 1 1 2 2 1 1 7 False False,1,regnetx_064
1 392 28 28 392 28 28 1 1 0 0 0 0 1 1 1 1 1 False False,7,regnetx_064
1 168 56 56 392 28 28 1 1 0 0 0 0 2 2 1 1 1 False False,1,regnetx_064
1 392 28 28 392 28 28 3 3 1 1 1 1 1 1 1 1 7 False False,3,regnetx_064
1 392 28 28 784 28 28 1 1 0 0 0 0 1 1 1 1 1 False False,1,regnetx_064
1 784 28 28 784 14 14 3 3 1 1 1 1 2 2 1 1 14 False False,1,regnetx_064
1 784 14 14 784 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,19,regnetx_064
1 392 28 28 784 14 14 1 1 0 0 0 0 2 2 1 1 1 False False,1,regnetx_064
1 784 14 14 784 14 14 3 3 1 1 1 1 1 1 1 1 14 False False,9,regnetx_064
1 784 14 14 1624 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,1,regnetx_064
1 1624 14 14 1624 7 7 3 3 1 1 1 1 2 2 1 1 29 False False,1,regnetx_064
1 1624 7 7 1624 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,1,regnetx_064
1 784 14 14 1624 7 7 1 1 0 0 0 0 2 2 1 1 1 False False,1,regnetx_064
1 80 112 112 80 56 56 3 3 1 1 1 1 2 2 1 1 1 False False,1,regnetx_080
1 80 56 56 80 56 56 3 3 1 1 1 1 1 1 1 1 1 False False,1,regnetx_080
1 240 56 56 240 28 28 3 3 1 1 1 1 2 2 1 1 2 False False,1,regnetx_080
1 240 28 28 240 28 28 3 3 1 1 1 1 1 1 1 1 2 False False,4,regnetx_080
1 240 28 28 720 28 28 1 1 0 0 0 0 1 1 1 1 1 False False,1,regnetx_080
1 720 28 28 720 14 14 3 3 1 1 1 1 2 2 1 1 6 False False,1,regnetx_080
1 720 14 14 720 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,29,regnetx_080
1 240 28 28 720 14 14 1 1 0 0 0 0 2 2 1 1 1 False False,1,regnetx_080
1 720 14 14 720 14 14 3 3 1 1 1 1 1 1 1 1 6 False False,14,regnetx_080
1 720 14 14 1920 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,1,regnetx_080
1 1920 14 14 1920 7 7 3 3 1 1 1 1 2 2 1 1 16 False False,1,regnetx_080
1 1920 7 7 1920 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,1,regnetx_080
1 720 14 14 1920 7 7 1 1 0 0 0 0 2 2 1 1 1 False False,1,regnetx_080
1 32 112 112 224 112 112 1 1 0 0 0 0 1 1 1 1 1 False False,4,regnety_080_tv regnety_160 regnety_120 regnetx_120
1 224 112 112 224 56 56 3 3 1 1 1 1 2 2 1 1 2 False False,3,regnety_160 regnety_120 regnetx_120
1 224 56 56 224 56 56 1 1 0 0 0 0 1 1 1 1 1 False False,12,regnety_080_tv regnety_160 regnety_120 regnetx_120
1 32 112 112 224 56 56 1 1 0 0 0 0 2 2 1 1 1 False False,4,regnety_080_tv regnety_160 regnety_120 regnetx_120
1 224 56 56 224 56 56 3 3 1 1 1 1 1 1 1 1 2 False False,3,regnety_160 regnety_120 regnetx_120
1 224 56 56 448 56 56 1 1 0 0 0 0 1 1 1 1 1 False False,4,regnety_080_tv regnety_160 regnety_120 regnetx_120
1 448 56 56 448 28 28 3 3 1 1 1 1 2 2 1 1 4 False False,3,regnety_160 regnety_120 regnetx_120
1 224 56 56 448 28 28 1 1 0 0 0 0 2 2 1 1 1 False False,4,regnety_080_tv regnety_160 regnety_120 regnetx_120
1 448 28 28 448 28 28 3 3 1 1 1 1 1 1 1 1 4 False False,11,regnety_160 regnety_120 regnetx_120
1 448 28 28 896 28 28 1 1 0 0 0 0 1 1 1 1 1 False False,4,regnety_120 regnety_080_tv regnety_080 regnetx_120
1 896 28 28 896 14 14 3 3 1 1 1 1 2 2 1 1 8 False False,2,regnety_120 regnetx_120
1 448 28 28 896 14 14 1 1 0 0 0 0 2 2 1 1 1 False False,4,regnety_120 regnety_080_tv regnety_080 regnetx_120
1 896 14 14 896 14 14 3 3 1 1 1 1 1 1 1 1 8 False False,20,regnety_120 regnetx_120
1 896 14 14 2240 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,2,regnety_120 regnetx_120
1 2240 14 14 2240 7 7 3 3 1 1 1 1 2 2 1 1 20 False False,2,regnety_120 regnetx_120
1 2240 7 7 2240 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,2,regnety_120 regnetx_120
1 896 14 14 2240 7 7 1 1 0 0 0 0 2 2 1 1 1 False False,2,regnety_120 regnetx_120
1 256 112 112 256 56 56 3 3 1 1 1 1 2 2 1 1 2 False False,1,regnetx_160
1 32 112 112 256 56 56 1 1 0 0 0 0 2 2 1 1 1 False False,1,regnetx_160
1 256 56 56 256 56 56 3 3 1 1 1 1 1 1 1 1 2 False False,1,regnetx_160
1 256 56 56 512 56 56 1 1 0 0 0 0 1 1 1 1 1 False False,8,seresnext101_32x8d regnetx_160 resnext101_32x8d seresnext101_64x4d resnext101_32x16d resnext101_64x4d seresnext101d_32x8d
1 512 56 56 512 28 28 3 3 1 1 1 1 2 2 1 1 4 False False,1,regnetx_160
1 512 28 28 512 28 28 3 3 1 1 1 1 1 1 1 1 4 False False,5,regnetx_160
1 512 28 28 896 28 28 1 1 0 0 0 0 1 1 1 1 1 False False,1,regnetx_160
1 896 28 28 896 14 14 3 3 1 1 1 1 2 2 1 1 7 False False,1,regnetx_160
1 512 28 28 896 14 14 1 1 0 0 0 0 2 2 1 1 1 False False,1,regnetx_160
1 896 14 14 896 14 14 3 3 1 1 1 1 1 1 1 1 7 False False,12,regnetx_160
1 896 14 14 2048 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,1,regnetx_160
1 2048 14 14 2048 7 7 3 3 1 1 1 1 2 2 1 1 16 False False,1,regnetx_160
1 896 14 14 2048 7 7 1 1 0 0 0 0 2 2 1 1 1 False False,1,regnetx_160
1 32 112 112 336 112 112 1 1 0 0 0 0 1 1 1 1 1 False False,1,regnetx_320
1 336 112 112 336 56 56 3 3 1 1 1 1 2 2 1 1 2 False False,1,regnetx_320
1 336 56 56 336 56 56 1 1 0 0 0 0 1 1 1 1 1 False False,3,regnetx_320
1 32 112 112 336 56 56 1 1 0 0 0 0 2 2 1 1 1 False False,1,regnetx_320
1 336 56 56 336 56 56 3 3 1 1 1 1 1 1 1 1 2 False False,1,regnetx_320
1 336 56 56 672 56 56 1 1 0 0 0 0 1 1 1 1 1 False False,1,regnetx_320
1 672 56 56 672 28 28 3 3 1 1 1 1 2 2 1 1 4 False False,1,regnetx_320
1 672 28 28 672 28 28 1 1 0 0 0 0 1 1 1 1 1 False False,13,regnetx_320
1 336 56 56 672 28 28 1 1 0 0 0 0 2 2 1 1 1 False False,1,regnetx_320
1 672 28 28 672 28 28 3 3 1 1 1 1 1 1 1 1 4 False False,6,regnetx_320
1 672 28 28 1344 28 28 1 1 0 0 0 0 1 1 1 1 1 False False,1,regnetx_320
1 1344 28 28 1344 14 14 3 3 1 1 1 1 2 2 1 1 8 False False,1,regnetx_320
1 1344 14 14 1344 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,25,regnetx_320
1 672 28 28 1344 14 14 1 1 0 0 0 0 2 2 1 1 1 False False,1,regnetx_320
1 1344 14 14 1344 14 14 3 3 1 1 1 1 1 1 1 1 8 False False,12,regnetx_320
1 1344 14 14 2520 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,1,regnetx_320
1 2520 14 14 2520 7 7 3 3 1 1 1 1 2 2 1 1 15 False False,1,regnetx_320
1 2520 7 7 2520 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,1,regnetx_320
1 1344 14 14 2520 7 7 1 1 0 0 0 0 2 2 1 1 1 False False,1,regnetx_320
1 24 1 1 8 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,regnety_002
1 8 1 1 24 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,regnety_002
1 56 1 1 6 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,regnety_002
1 6 1 1 56 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,regnety_002
1 152 1 1 14 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,regnety_002
1 14 1 1 152 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,regnety_002
1 152 1 1 38 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,3,regnety_002
1 38 1 1 152 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,3,regnety_002
1 368 1 1 38 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,regnety_002
1 38 1 1 368 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,regnety_002
1 368 1 1 92 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,6,regnety_002
1 92 1 1 368 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,6,regnety_002
1 48 112 112 48 56 56 3 3 1 1 1 1 2 2 1 1 6 False False,1,regnety_004
1 48 56 56 104 56 56 1 1 0 0 0 0 1 1 1 1 1 False False,1,regnety_004
1 104 56 56 104 28 28 3 3 1 1 1 1 2 2 1 1 13 False False,1,regnety_004
1 104 1 1 12 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,regnety_004
1 12 1 1 104 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,regnety_004
1 104 28 28 104 28 28 1 1 0 0 0 0 1 1 1 1 1 False False,5,regnety_004
1 48 56 56 104 28 28 1 1 0 0 0 0 2 2 1 1 1 False False,1,regnety_004
1 104 28 28 104 28 28 3 3 1 1 1 1 1 1 1 1 13 False False,2,regnety_004
1 104 1 1 26 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,2,regnety_004
1 26 1 1 104 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,2,regnety_004
1 104 28 28 208 28 28 1 1 0 0 0 0 1 1 1 1 1 False False,1,regnety_004
1 208 28 28 208 14 14 3 3 1 1 1 1 2 2 1 1 26 False False,1,regnety_004
1 208 1 1 26 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,regnety_004
1 26 1 1 208 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,regnety_004
1 208 14 14 208 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,11,regnety_004
1 104 28 28 208 14 14 1 1 0 0 0 0 2 2 1 1 1 False False,1,regnety_004
1 208 14 14 208 14 14 3 3 1 1 1 1 1 1 1 1 26 False False,5,regnety_004
1 208 1 1 52 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,5,regnety_004
1 52 1 1 208 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,5,regnety_004
1 208 14 14 440 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,1,regnety_004
1 440 14 14 440 7 7 3 3 1 1 1 1 2 2 1 1 55 False False,1,regnety_004
1 440 1 1 52 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,regnety_004
1 52 1 1 440 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,regnety_004
1 440 7 7 440 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,11,regnety_004
1 208 14 14 440 7 7 1 1 0 0 0 0 2 2 1 1 1 False False,1,regnety_004
1 440 7 7 440 7 7 3 3 1 1 1 1 1 1 1 1 55 False False,5,regnety_004
1 440 1 1 110 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,5,regnety_004
1 110 1 1 440 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,5,regnety_004
1 48 112 112 48 56 56 3 3 1 1 1 1 2 2 1 1 3 False False,1,regnety_006
1 48 56 56 112 56 56 1 1 0 0 0 0 1 1 1 1 1 False False,1,regnety_006
1 112 56 56 112 28 28 3 3 1 1 1 1 2 2 1 1 7 False False,1,regnety_006
1 112 1 1 12 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,regnety_006
1 12 1 1 112 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,regnety_006
1 112 28 28 112 28 28 1 1 0 0 0 0 1 1 1 1 1 False False,5,regnety_006
1 48 56 56 112 28 28 1 1 0 0 0 0 2 2 1 1 1 False False,1,regnety_006
1 112 28 28 112 28 28 3 3 1 1 1 1 1 1 1 1 7 False False,2,regnety_006
1 112 1 1 28 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,2,regnety_006
1 28 1 1 112 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,2,regnety_006
1 112 28 28 256 28 28 1 1 0 0 0 0 1 1 1 1 1 False False,1,regnety_006
1 256 28 28 256 14 14 3 3 1 1 1 1 2 2 1 1 16 False False,1,regnety_006
1 256 1 1 28 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,regnety_006
1 28 1 1 256 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,regnety_006
1 112 28 28 256 14 14 1 1 0 0 0 0 2 2 1 1 1 False False,1,regnety_006
1 256 14 14 256 14 14 3 3 1 1 1 1 1 1 1 1 16 False False,6,regnety_006
1 256 14 14 608 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,1,regnety_006
1 608 14 14 608 7 7 3 3 1 1 1 1 2 2 1 1 38 False False,1,regnety_006
1 608 1 1 64 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,regnety_006
1 64 1 1 608 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,regnety_006
1 608 7 7 608 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,7,regnety_006
1 256 14 14 608 7 7 1 1 0 0 0 0 2 2 1 1 1 False False,1,regnety_006
1 608 7 7 608 7 7 3 3 1 1 1 1 1 1 1 1 38 False False,3,regnety_006
1 608 1 1 152 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,3,regnety_006
1 152 1 1 608 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,3,regnety_006
1 320 28 28 320 14 14 3 3 1 1 1 1 2 2 1 1 20 False False,2,regnety_008 regnety_008_tv
1 320 1 1 32 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,regnety_008
1 32 1 1 320 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,regnety_008
1 320 14 14 320 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,30,regnety_008 regnety_008_tv
1 128 28 28 320 14 14 1 1 0 0 0 0 2 2 1 1 1 False False,1,regnety_008
1 320 14 14 320 14 14 3 3 1 1 1 1 1 1 1 1 20 False False,14,regnety_008 regnety_008_tv
1 768 14 14 768 7 7 3 3 1 1 1 1 2 2 1 1 48 False False,1,regnety_008
1 768 1 1 80 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,regnety_008
1 80 1 1 768 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,regnety_008
1 320 14 14 768 7 7 1 1 0 0 0 0 2 2 1 1 1 False False,1,regnety_008
1 768 7 7 768 7 7 3 3 1 1 1 1 1 1 1 1 48 False False,1,regnety_008
1 64 56 56 144 56 56 1 1 0 0 0 0 1 1 1 1 1 False False,1,regnety_008_tv
1 144 1 1 16 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,regnety_008_tv
1 16 1 1 144 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,regnety_008_tv
1 144 28 28 144 28 28 1 1 0 0 0 0 1 1 1 1 1 False False,14,regnety_008_tv selecsls84 selecsls42 selecsls42b
1 64 56 56 144 28 28 1 1 0 0 0 0 2 2 1 1 1 False False,1,regnety_008_tv
1 144 28 28 144 28 28 3 3 1 1 1 1 1 1 1 1 9 False False,2,regnety_008_tv
1 144 28 28 320 28 28 1 1 0 0 0 0 1 1 1 1 1 False False,1,regnety_008_tv
1 320 1 1 36 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,regnety_008_tv
1 36 1 1 320 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,regnety_008_tv
1 144 28 28 320 14 14 1 1 0 0 0 0 2 2 1 1 1 False False,1,regnety_008_tv
1 320 14 14 784 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,1,regnety_008_tv
1 784 14 14 784 7 7 3 3 1 1 1 1 2 2 1 1 49 False False,1,regnety_008_tv
1 784 1 1 80 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,regnety_008_tv
1 80 1 1 784 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,regnety_008_tv
1 784 7 7 784 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,3,regnety_008_tv
1 320 14 14 784 7 7 1 1 0 0 0 0 2 2 1 1 1 False False,1,regnety_008_tv
1 784 7 7 784 7 7 3 3 1 1 1 1 1 1 1 1 49 False False,1,regnety_008_tv
1 784 1 1 196 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,regnety_008_tv
1 196 1 1 784 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,regnety_008_tv
1 48 56 56 48 56 56 3 3 1 1 1 1 1 1 1 1 2 False False,1,regnety_016
1 48 56 56 120 56 56 1 1 0 0 0 0 1 1 1 1 1 False False,1,regnety_016
1 120 56 56 120 28 28 3 3 1 1 1 1 2 2 1 1 5 False False,1,regnety_016
1 120 1 1 12 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,regnety_016
1 12 1 1 120 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,regnety_016
1 120 28 28 120 28 28 1 1 0 0 0 0 1 1 1 1 1 False False,11,regnety_016
1 48 56 56 120 28 28 1 1 0 0 0 0 2 2 1 1 1 False False,1,regnety_016
1 120 28 28 120 28 28 3 3 1 1 1 1 1 1 1 1 5 False False,5,regnety_016
1 120 28 28 336 28 28 1 1 0 0 0 0 1 1 1 1 1 False False,1,regnety_016
1 336 28 28 336 14 14 3 3 1 1 1 1 2 2 1 1 14 False False,1,regnety_016
1 336 1 1 30 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,regnety_016
1 30 1 1 336 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,regnety_016
1 336 14 14 336 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,33,regnety_016
1 120 28 28 336 14 14 1 1 0 0 0 0 2 2 1 1 1 False False,1,regnety_016
1 336 14 14 336 14 14 3 3 1 1 1 1 1 1 1 1 14 False False,16,regnety_016
1 336 14 14 888 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,1,regnety_016
1 888 14 14 888 7 7 3 3 1 1 1 1 2 2 1 1 37 False False,1,regnety_016
1 888 1 1 84 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,regnety_016
1 84 1 1 888 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,regnety_016
1 888 7 7 888 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,3,regnety_016
1 336 14 14 888 7 7 1 1 0 0 0 0 2 2 1 1 1 False False,1,regnety_016
1 888 7 7 888 7 7 3 3 1 1 1 1 1 1 1 1 37 False False,1,regnety_016
1 888 1 1 222 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,regnety_016
1 222 1 1 888 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,regnety_016
1 72 1 1 8 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,regnety_032
1 8 1 1 72 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,regnety_032
1 72 56 56 216 56 56 1 1 0 0 0 0 1 1 1 1 1 False False,1,regnety_032
1 216 56 56 216 28 28 3 3 1 1 1 1 2 2 1 1 9 False False,1,regnety_032
1 216 1 1 18 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,regnety_032
1 18 1 1 216 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,regnety_032
1 216 28 28 216 28 28 1 1 0 0 0 0 1 1 1 1 1 False False,9,regnety_032
1 72 56 56 216 28 28 1 1 0 0 0 0 2 2 1 1 1 False False,1,regnety_032
1 216 28 28 216 28 28 3 3 1 1 1 1 1 1 1 1 9 False False,4,regnety_032
1 216 1 1 54 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,4,regnety_032
1 54 1 1 216 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,4,regnety_032
1 216 28 28 576 28 28 1 1 0 0 0 0 1 1 1 1 1 False False,1,regnety_032
1 576 28 28 576 14 14 3 3 1 1 1 1 2 2 1 1 24 False False,1,regnety_032
1 576 1 1 54 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,regnety_032
1 54 1 1 576 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,regnety_032
1 216 28 28 576 14 14 1 1 0 0 0 0 2 2 1 1 1 False False,1,regnety_032
1 576 14 14 576 14 14 3 3 1 1 1 1 1 1 1 1 24 False False,12,regnety_032
1 576 14 14 1512 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,1,regnety_032
1 1512 14 14 1512 7 7 3 3 1 1 1 1 2 2 1 1 63 False False,1,regnety_032
1 1512 1 1 144 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,regnety_032
1 144 1 1 1512 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,regnety_032
1 1512 7 7 1512 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,1,regnety_032
1 576 14 14 1512 7 7 1 1 0 0 0 0 2 2 1 1 1 False False,1,regnety_032
1 32 112 112 144 56 56 1 1 0 0 0 0 2 2 1 1 1 False False,1,regnety_064
1 144 56 56 288 28 28 1 1 0 0 0 0 2 2 1 1 1 False False,1,regnety_064
1 288 28 28 576 14 14 1 1 0 0 0 0 2 2 1 1 1 False False,1,regnety_064
1 576 14 14 1296 7 7 1 1 0 0 0 0 2 2 1 1 1 False False,1,regnety_064
1 168 1 1 8 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,regnety_080
1 8 1 1 168 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,regnety_080
1 168 1 1 42 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,regnety_080
1 42 1 1 168 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,regnety_080
1 168 56 56 448 56 56 1 1 0 0 0 0 1 1 1 1 1 False False,1,regnety_080
1 448 56 56 448 28 28 3 3 1 1 1 1 2 2 1 1 8 False False,2,regnety_080_tv regnety_080
1 448 1 1 42 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,regnety_080
1 42 1 1 448 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,regnety_080
1 168 56 56 448 28 28 1 1 0 0 0 0 2 2 1 1 1 False False,1,regnety_080
1 448 28 28 448 28 28 3 3 1 1 1 1 1 1 1 1 8 False False,6,regnety_080_tv regnety_080
1 896 28 28 896 14 14 3 3 1 1 1 1 2 2 1 1 16 False False,2,regnety_080_tv regnety_080
1 896 1 1 112 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,3,regnety_080_tv regnety_080 regnety_120
1 112 1 1 896 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,3,regnety_080_tv regnety_080 regnety_120
1 896 14 14 896 14 14 3 3 1 1 1 1 1 1 1 1 16 False False,18,regnety_080_tv regnety_080
1 896 1 1 224 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,28,regnety_080_tv regnety_080 regnety_120
1 224 1 1 896 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,28,regnety_080_tv regnety_080 regnety_120
1 896 14 14 2016 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,2,regnety_080_tv regnety_080
1 2016 14 14 2016 7 7 3 3 1 1 1 1 2 2 1 1 36 False False,2,regnety_080_tv regnety_080
1 2016 1 1 224 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,2,regnety_080_tv regnety_080
1 224 1 1 2016 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,2,regnety_080_tv regnety_080
1 2016 7 7 2016 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,2,regnety_080_tv regnety_080
1 896 14 14 2016 7 7 1 1 0 0 0 0 2 2 1 1 1 False False,2,regnety_080_tv regnety_080
1 224 112 112 224 56 56 3 3 1 1 1 1 2 2 1 1 4 False False,1,regnety_080_tv
1 224 1 1 8 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,3,regnety_080_tv regnety_160 regnety_120
1 8 1 1 224 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,3,regnety_080_tv regnety_160 regnety_120
1 224 56 56 224 56 56 3 3 1 1 1 1 1 1 1 1 4 False False,1,regnety_080_tv
1 224 1 1 56 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,10,regnety_080_tv repvit_m1_0 regnety_160 regnety_120
1 56 1 1 224 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,10,regnety_080_tv repvit_m1_0 regnety_160 regnety_120
1 448 1 1 56 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,3,regnety_080_tv regnety_160 regnety_120
1 56 1 1 448 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,3,regnety_080_tv regnety_160 regnety_120
1 2240 1 1 224 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,regnety_120
1 224 1 1 2240 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,1,regnety_120
